 GapName  E0TL[MeV]   phase[deg]   pos[m]    
LI_ACS05B:RG06  +0.316705  +152.52    158.398465
LI_ACS05B:RG07  +0.316705  +152.04    158.490493
LI_ACS05B:RG08  +0.316705  +151.49    158.582521
LI_ACS05B:RG09  +0.316705  +150.86    158.674549
LI_ACS05B:RG10  +0.316705  +150.15    158.766577
LI_ACS05B:RG11  +0.316705  +149.37    158.858605
LI_ACS05B:RG12  +0.316705  +148.51    158.950633
LI_ACS05B:RG13  +0.316705  +147.59    159.042661
LI_ACS05B:RG14  +0.316705  +146.58    159.134689
LI_ACS05B:RG15  +0.316705  +145.51    159.226717
LI_ACS05B:RG16  +0.316705  +144.37    159.318745
LI_ACS05B:RG17  +0.316705  +143.16    159.410773
LI_ACS06A:RG01  +0.321005  +143.48    160.337754
LI_ACS06A:RG02  +0.321005  +144.67    160.431089
LI_ACS06A:RG03  +0.321005  +145.79    160.524424
LI_ACS06A:RG04  +0.321005  +146.83    160.617759
LI_ACS06A:RG05  +0.321005  +147.80    160.711094
LI_ACS06A:RG06  +0.321005  +148.70    160.804429
LI_ACS06A:RG07  +0.321005  +149.52    160.897764
LI_ACS06A:RG08  +0.321005  +150.27    160.991099
LI_ACS06A:RG09  +0.321005  +150.95    161.084434
LI_ACS06A:RG10  +0.321005  +151.55    161.177769
LI_ACS06A:RG11  +0.321005  +152.07    161.271104
LI_ACS06A:RG12  +0.321005  +152.52    161.364439
LI_ACS06A:RG13  +0.321005  +152.89    161.457775
LI_ACS06A:RG14  +0.321005  +153.18    161.551110
LI_ACS06A:RG15  +0.321005  +153.40    161.644445
LI_ACS06A:RG16  +0.321005  +153.54    161.737780
LI_ACS06A:RG17  +0.321005  +153.61    161.831115
LI_ACS06B:RG01  +0.321005  +153.60    162.764586
LI_ACS06B:RG02  +0.321005  +153.52    162.857921
LI_ACS06B:RG03  +0.321005  +153.36    162.951257
LI_ACS06B:RG04  +0.321005  +153.12    163.044592
LI_ACS06B:RG05  +0.321005  +152.81    163.137927
LI_ACS06B:RG06  +0.321005  +152.42    163.231262
LI_ACS06B:RG07  +0.321005  +151.96    163.324597
LI_ACS06B:RG08  +0.321005  +151.43    163.417932
LI_ACS06B:RG09  +0.321005  +150.82    163.511267
LI_ACS06B:RG10  +0.321005  +150.14    163.604602
LI_ACS06B:RG11  +0.321005  +149.39    163.697937
LI_ACS06B:RG12  +0.321005  +148.57    163.791272
LI_ACS06B:RG13  +0.321005  +147.68    163.884607
LI_ACS06B:RG14  +0.321005  +146.71    163.977942
LI_ACS06B:RG15  +0.321005  +145.68    164.071277
LI_ACS06B:RG16  +0.321005  +144.58    164.164613
LI_ACS06B:RG17  +0.321005  +143.41    164.257948
LI_ACS07A:RG01  +0.325184  +143.74    165.197635
LI_ACS07A:RG02  +0.325184  +144.88    165.292246
LI_ACS07A:RG03  +0.325184  +145.95    165.386858
LI_ACS07A:RG04  +0.325184  +146.96    165.481469
LI_ACS07A:RG05  +0.325184  +147.89    165.576080
LI_ACS07A:RG06  +0.325184  +148.75    165.670691
LI_ACS07A:RG07  +0.325184  +149.54    165.765302
LI_ACS07A:RG08  +0.325184  +150.26    165.859913
LI_ACS07A:RG09  +0.325184  +150.91    165.954524
LI_ACS07A:RG10  +0.325184  +151.49    166.049135
LI_ACS07A:RG11  +0.325184  +151.99    166.143746
LI_ACS07A:RG12  +0.325184  +152.42    166.238357
LI_ACS07A:RG13  +0.325184  +152.78    166.332968
LI_ACS07A:RG14  +0.325184  +153.06    166.427579
LI_ACS07A:RG15  +0.325184  +153.27    166.522190
LI_ACS07A:RG16  +0.325184  +153.41    166.616801
LI_ACS07A:RG17  +0.325184  +153.47    166.711412
LI_ACS07B:RG01  +0.325184  +153.46    167.657635
LI_ACS07B:RG02  +0.325184  +153.38    167.752246
LI_ACS07B:RG03  +0.325184  +153.23    167.846857
LI_ACS07B:RG04  +0.325184  +153.00    167.941468
LI_ACS07B:RG05  +0.325184  +152.70    168.036079
LI_ACS07B:RG06  +0.325184  +152.33    168.130690
LI_ACS07B:RG07  +0.325184  +151.89    168.225301
LI_ACS07B:RG08  +0.325184  +151.38    168.319912
LI_ACS07B:RG09  +0.325184  +150.79    168.414523
LI_ACS07B:RG10  +0.325184  +150.14    168.509134
LI_ACS07B:RG11  +0.325184  +149.41    168.603745
LI_ACS07B:RG12  +0.325184  +148.62    168.698357
LI_ACS07B:RG13  +0.325184  +147.76    168.792968
LI_ACS07B:RG14  +0.325184  +146.84    168.887579
LI_ACS07B:RG15  +0.325184  +145.84    168.982190
LI_ACS07B:RG16  +0.325184  +144.78    169.076801
LI_ACS07B:RG17  +0.325184  +143.66    169.171412
LI_ACS08A:RG01  +0.329248  +143.97    170.123709
LI_ACS08A:RG02  +0.329248  +145.07    170.219563
LI_ACS08A:RG03  +0.329248  +146.11    170.315418
LI_ACS08A:RG04  +0.329248  +147.07    170.411273
LI_ACS08A:RG05  +0.329248  +147.97    170.507128
LI_ACS08A:RG06  +0.329248  +148.80    170.602983
LI_ACS08A:RG07  +0.329248  +149.56    170.698838
LI_ACS08A:RG08  +0.329248  +150.26    170.794693
LI_ACS08A:RG09  +0.329248  +150.88    170.890548
LI_ACS08A:RG10  +0.329248  +151.43    170.986403
LI_ACS08A:RG11  +0.329248  +151.92    171.082258
LI_ACS08A:RG12  +0.329248  +152.33    171.178113
LI_ACS08A:RG13  +0.329248  +152.67    171.273968
LI_ACS08A:RG14  +0.329248  +152.94    171.369823
LI_ACS08A:RG15  +0.329248  +153.15    171.465678
LI_ACS08A:RG16  +0.329248  +153.28    171.561533
LI_ACS08A:RG17  +0.329248  +153.34    171.657388
LI_ACS08B:RG01  +0.329248  +153.33    172.616051
LI_ACS08B:RG02  +0.329248  +153.25    172.711906
LI_ACS08B:RG03  +0.329248  +153.10    172.807761
LI_ACS08B:RG04  +0.329248  +152.89    172.903616
LI_ACS08B:RG05  +0.329248  +152.60    172.999470
LI_ACS08B:RG06  +0.329248  +152.24    173.095325
LI_ACS08B:RG07  +0.329248  +151.82    173.191180
LI_ACS08B:RG08  +0.329248  +151.32    173.287035
LI_ACS08B:RG09  +0.329248  +150.76    173.382890
LI_ACS08B:RG10  +0.329248  +150.13    173.478745
LI_ACS08B:RG11  +0.329248  +149.44    173.574600
LI_ACS08B:RG12  +0.329248  +148.68    173.670455
LI_ACS08B:RG13  +0.329248  +147.85    173.766310
LI_ACS08B:RG14  +0.329248  +146.96    173.862165
LI_ACS08B:RG15  +0.329248  +146.00    173.958020
LI_ACS08B:RG16  +0.329248  +144.98    174.053875
LI_ACS08B:RG17  +0.329248  +143.90    174.149730
LI_ACS09A:RG01  +0.333200  +144.20    175.114420
LI_ACS09A:RG02  +0.333200  +145.26    175.211489
LI_ACS09A:RG03  +0.333200  +146.25    175.308558
LI_ACS09A:RG04  +0.333200  +147.19    175.405627
LI_ACS09A:RG05  +0.333200  +148.05    175.502696
LI_ACS09A:RG06  +0.333200  +148.85    175.599765
LI_ACS09A:RG07  +0.333200  +149.58    175.696834
LI_ACS09A:RG08  +0.333200  +150.25    175.793904
LI_ACS09A:RG09  +0.333200  +150.85    175.890973
LI_ACS09A:RG10  +0.333200  +151.38    175.988042
LI_ACS09A:RG11  +0.333200  +151.84    176.085111
LI_ACS09A:RG12  +0.333200  +152.24    176.182180
LI_ACS09A:RG13  +0.333200  +152.57    176.279249
LI_ACS09A:RG14  +0.333200  +152.83    176.376318
LI_ACS09A:RG15  +0.333200  +153.03    176.473387
LI_ACS09A:RG16  +0.333200  +153.16    176.570456
LI_ACS09A:RG17  +0.333200  +153.22    176.667525
LI_ACS09B:RG01  +0.333200  +153.21    177.638324
LI_ACS09B:RG02  +0.333200  +153.13    177.735393
LI_ACS09B:RG03  +0.333200  +152.99    177.832462
LI_ACS09B:RG04  +0.333200  +152.78    177.929531
LI_ACS09B:RG05  +0.333200  +152.50    178.026600
LI_ACS09B:RG06  +0.333200  +152.16    178.123669
LI_ACS09B:RG07  +0.333200  +151.75    178.220738
LI_ACS09B:RG08  +0.333200  +151.27    178.317808
LI_ACS09B:RG09  +0.333200  +150.73    178.414877
LI_ACS09B:RG10  +0.333200  +150.13    178.511946
LI_ACS09B:RG11  +0.333200  +149.46    178.609015
LI_ACS09B:RG12  +0.333200  +148.72    178.706084
LI_ACS09B:RG13  +0.333200  +147.93    178.803153
LI_ACS09B:RG14  +0.333200  +147.07    178.900222
LI_ACS09B:RG15  +0.333200  +146.15    178.997291
LI_ACS09B:RG16  +0.333200  +145.17    179.094360
LI_ACS09B:RG17  +0.333200  +144.12    179.191429
LI_ACS10A:RG01  +0.337043  +144.42    180.168054
LI_ACS10A:RG02  +0.337043  +145.44    180.266306
LI_ACS10A:RG03  +0.337043  +146.40    180.364559
LI_ACS10A:RG04  +0.337043  +147.29    180.462812
LI_ACS10A:RG05  +0.337043  +148.12    180.561065
LI_ACS10A:RG06  +0.337043  +148.89    180.659318
LI_ACS10A:RG07  +0.337043  +149.60    180.757571
LI_ACS10A:RG08  +0.337043  +150.24    180.855824
LI_ACS10A:RG09  +0.337043  +150.82    180.954077
LI_ACS10A:RG10  +0.337043  +151.33    181.052330
LI_ACS10A:RG11  +0.337043  +151.78    181.150583
LI_ACS10A:RG12  +0.337043  +152.16    181.248836
LI_ACS10A:RG13  +0.337043  +152.48    181.347089
LI_ACS10A:RG14  +0.337043  +152.73    181.445342
LI_ACS10A:RG15  +0.337043  +152.92    181.543595
LI_ACS10A:RG16  +0.337043  +153.04    181.641848
LI_ACS10A:RG17  +0.337043  +153.09    181.740101
LI_ACS10B:RG01  +0.337043  +153.09    182.722736
LI_ACS10B:RG02  +0.337043  +153.01    182.820989
LI_ACS10B:RG03  +0.337043  +152.88    182.919242
LI_ACS10B:RG04  +0.337043  +152.67    183.017495
LI_ACS10B:RG05  +0.337043  +152.41    183.115748
LI_ACS10B:RG06  +0.337043  +152.08    183.214001
LI_ACS10B:RG07  +0.337043  +151.68    183.312254
LI_ACS10B:RG08  +0.337043  +151.23    183.410507
LI_ACS10B:RG09  +0.337043  +150.71    183.508760
LI_ACS10B:RG10  +0.337043  +150.12    183.607013
LI_ACS10B:RG11  +0.337043  +149.48    183.705266
LI_ACS10B:RG12  +0.337043  +148.77    183.803519
LI_ACS10B:RG13  +0.337043  +148.00    183.901772
LI_ACS10B:RG14  +0.337043  +147.18    184.000025
LI_ACS10B:RG15  +0.337043  +146.29    184.098278
LI_ACS10B:RG16  +0.337043  +145.34    184.196531
LI_ACS10B:RG17  +0.337043  +144.34    184.294784
LI_ACS11A:RG01  +0.339362  +148.80    185.283008
LI_ACS11A:RG02  +0.339362  +149.26    185.382131
LI_ACS11A:RG03  +0.339362  +149.66    185.481253
LI_ACS11A:RG04  +0.339362  +149.99    185.580375
LI_ACS11A:RG05  +0.339362  +150.27    185.679498
LI_ACS11A:RG06  +0.339362  +150.48    185.778620
LI_ACS11A:RG07  +0.339362  +150.63    185.877743
LI_ACS11A:RG08  +0.339362  +150.71    185.976865
LI_ACS11A:RG09  +0.339362  +150.74    186.075988
LI_ACS11A:RG10  +0.339362  +150.70    186.175110
LI_ACS11A:RG11  +0.339362  +150.60    186.274232
LI_ACS11A:RG12  +0.339362  +150.45    186.373355
LI_ACS11A:RG13  +0.339362  +150.22    186.472477
LI_ACS11A:RG14  +0.339362  +149.94    186.571600
LI_ACS11A:RG15  +0.339362  +149.60    186.670722
LI_ACS11A:RG16  +0.339362  +149.20    186.769844
LI_ACS11A:RG17  +0.339362  +148.74    186.868967
LI_ACS11B:RG01  +0.341202  +148.82    187.863146
LI_ACS11B:RG02  +0.341202  +149.28    187.962839
LI_ACS11B:RG03  +0.341202  +149.66    188.062532
LI_ACS11B:RG04  +0.341202  +149.99    188.162224
LI_ACS11B:RG05  +0.341202  +150.26    188.261917
LI_ACS11B:RG06  +0.341202  +150.47    188.361609
LI_ACS11B:RG07  +0.341202  +150.62    188.461302
LI_ACS11B:RG08  +0.341202  +150.70    188.560995
LI_ACS11B:RG09  +0.341202  +150.73    188.660687
LI_ACS11B:RG10  +0.341202  +150.69    188.760380
LI_ACS11B:RG11  +0.341202  +150.59    188.860072
LI_ACS11B:RG12  +0.341202  +150.44    188.959765
LI_ACS11B:RG13  +0.341202  +150.22    189.059457
LI_ACS11B:RG14  +0.341202  +149.94    189.159150
LI_ACS11B:RG15  +0.341202  +149.61    189.258843
LI_ACS11B:RG16  +0.341202  +149.21    189.358535
LI_ACS11B:RG17  +0.341202  +148.76    189.458228
LI_ACS12A:RG01  +0.344147  +144.82    190.457936
LI_ACS12A:RG02  +0.344147  +145.77    190.558470
LI_ACS12A:RG03  +0.344147  +146.66    190.659004
LI_ACS12A:RG04  +0.344147  +147.49    190.759538
LI_ACS12A:RG05  +0.344147  +148.26    190.860072
LI_ACS12A:RG06  +0.344147  +148.97    190.960606
LI_ACS12A:RG07  +0.344147  +149.63    191.061140
LI_ACS12A:RG08  +0.344147  +150.22    191.161674
LI_ACS12A:RG09  +0.344147  +150.76    191.262207
LI_ACS12A:RG10  +0.344147  +151.23    191.362741
LI_ACS12A:RG11  +0.344147  +151.65    191.463275
LI_ACS12A:RG12  +0.344147  +152.00    191.563809
LI_ACS12A:RG13  +0.344147  +152.30    191.664343
LI_ACS12A:RG14  +0.344147  +152.53    191.764877
LI_ACS12A:RG15  +0.344147  +152.71    191.865411
LI_ACS12A:RG16  +0.344147  +152.82    191.965945
LI_ACS12A:RG17  +0.344147  +152.87    192.066479
LI_ACS12B:RG01  +0.344147  +152.86    193.071917
LI_ACS12B:RG02  +0.344147  +152.79    193.172451
LI_ACS12B:RG03  +0.344147  +152.67    193.272985
LI_ACS12B:RG04  +0.344147  +152.48    193.373519
LI_ACS12B:RG05  +0.344147  +152.23    193.474053
LI_ACS12B:RG06  +0.344147  +151.93    193.574587
LI_ACS12B:RG07  +0.344147  +151.56    193.675121
LI_ACS12B:RG08  +0.344147  +151.14    193.775655
LI_ACS12B:RG09  +0.344147  +150.65    193.876189
LI_ACS12B:RG10  +0.344147  +150.11    193.976723
LI_ACS12B:RG11  +0.344147  +149.51    194.077257
LI_ACS12B:RG12  +0.344147  +148.86    194.177791
LI_ACS12B:RG13  +0.344147  +148.15    194.278325
LI_ACS12B:RG14  +0.344147  +147.38    194.378858
LI_ACS12B:RG15  +0.344147  +146.55    194.479392
LI_ACS12B:RG16  +0.344147  +145.67    194.579926
LI_ACS12B:RG17  +0.344147  +144.74    194.680460
LI_ACS13A:RG01  +0.347678  +145.01    195.691279
LI_ACS13A:RG02  +0.347678  +145.92    195.792910
LI_ACS13A:RG03  +0.347678  +146.78    195.894541
LI_ACS13A:RG04  +0.347678  +147.58    195.996172
LI_ACS13A:RG05  +0.347678  +148.33    196.097803
LI_ACS13A:RG06  +0.347678  +149.01    196.199434
LI_ACS13A:RG07  +0.347678  +149.64    196.301065
LI_ACS13A:RG08  +0.347678  +150.22    196.402696
LI_ACS13A:RG09  +0.347678  +150.73    196.504327
LI_ACS13A:RG10  +0.347678  +151.19    196.605958
LI_ACS13A:RG11  +0.347678  +151.59    196.707589
LI_ACS13A:RG12  +0.347678  +151.93    196.809220
LI_ACS13A:RG13  +0.347678  +152.22    196.910851
LI_ACS13A:RG14  +0.347678  +152.44    197.012483
LI_ACS13A:RG15  +0.347678  +152.61    197.114114
LI_ACS13A:RG16  +0.347678  +152.72    197.215745
LI_ACS13A:RG17  +0.347678  +152.77    197.317376
LI_ACS13B:RG01  +0.347678  +152.76    198.333789
LI_ACS13B:RG02  +0.347678  +152.69    198.435420
LI_ACS13B:RG03  +0.347678  +152.57    198.537051
LI_ACS13B:RG04  +0.347678  +152.39    198.638682
LI_ACS13B:RG05  +0.347678  +152.15    198.740313
LI_ACS13B:RG06  +0.347678  +151.86    198.841944
LI_ACS13B:RG07  +0.347678  +151.50    198.943575
LI_ACS13B:RG08  +0.347678  +151.10    199.045206
LI_ACS13B:RG09  +0.347678  +150.63    199.146837
LI_ACS13B:RG10  +0.347678  +150.11    199.248468
LI_ACS13B:RG11  +0.347678  +149.53    199.350099
LI_ACS13B:RG12  +0.347678  +148.90    199.451730
LI_ACS13B:RG13  +0.347678  +148.21    199.553361
LI_ACS13B:RG14  +0.347678  +147.47    199.654992
LI_ACS13B:RG15  +0.347678  +146.68    199.756623
LI_ACS13B:RG16  +0.347678  +145.83    199.858254
LI_ACS13B:RG17  +0.347678  +144.93    199.959885
LI_ACS14A:RG01  +0.351112  +145.19    200.981678
LI_ACS14A:RG02  +0.351112  +146.07    201.084380
LI_ACS14A:RG03  +0.351112  +146.90    201.187082
LI_ACS14A:RG04  +0.351112  +147.67    201.289784
LI_ACS14A:RG05  +0.351112  +148.39    201.392486
LI_ACS14A:RG06  +0.351112  +149.05    201.495188
LI_ACS14A:RG07  +0.351112  +149.66    201.597890
LI_ACS14A:RG08  +0.351112  +150.21    201.700592
LI_ACS14A:RG09  +0.351112  +150.71    201.803294
LI_ACS14A:RG10  +0.351112  +151.15    201.905996
LI_ACS14A:RG11  +0.351112  +151.53    202.008698
LI_ACS14A:RG12  +0.351112  +151.86    202.111401
LI_ACS14A:RG13  +0.351112  +152.14    202.214103
LI_ACS14A:RG14  +0.351112  +152.35    202.316805
LI_ACS14A:RG15  +0.351112  +152.51    202.419507
LI_ACS14A:RG16  +0.351112  +152.62    202.522209
LI_ACS14A:RG17  +0.351112  +152.67    202.624911
LI_ACS14B:RG01  +0.351112  +152.66    203.652028
LI_ACS14B:RG02  +0.351112  +152.60    203.754730
LI_ACS14B:RG03  +0.351112  +152.48    203.857433
LI_ACS14B:RG04  +0.351112  +152.31    203.960135
LI_ACS14B:RG05  +0.351112  +152.08    204.062837
LI_ACS14B:RG06  +0.351112  +151.79    204.165539
LI_ACS14B:RG07  +0.351112  +151.45    204.268241
LI_ACS14B:RG08  +0.351112  +151.06    204.370943
LI_ACS14B:RG09  +0.351112  +150.61    204.473645
LI_ACS14B:RG10  +0.351112  +150.10    204.576347
LI_ACS14B:RG11  +0.351112  +149.55    204.679049
LI_ACS14B:RG12  +0.351112  +148.94    204.781751
LI_ACS14B:RG13  +0.351112  +148.28    204.884453
LI_ACS14B:RG14  +0.351112  +147.56    204.987155
LI_ACS14B:RG15  +0.351112  +146.79    205.089857
LI_ACS14B:RG16  +0.351112  +145.98    205.192559
LI_ACS14B:RG17  +0.351112  +145.10    205.295261
LI_ACS15A:RG01  +0.354446  +145.36    206.327548
LI_ACS15A:RG02  +0.354446  +146.21    206.431294
LI_ACS15A:RG03  +0.354446  +147.01    206.535040
LI_ACS15A:RG04  +0.354446  +147.75    206.638786
LI_ACS15A:RG05  +0.354446  +148.44    206.742532
LI_ACS15A:RG06  +0.354446  +149.08    206.846278
LI_ACS15A:RG07  +0.354446  +149.67    206.950024
LI_ACS15A:RG08  +0.354446  +150.20    207.053770
LI_ACS15A:RG09  +0.354446  +150.68    207.157516
LI_ACS15A:RG10  +0.354446  +151.11    207.261261
LI_ACS15A:RG11  +0.354446  +151.48    207.365007
LI_ACS15A:RG12  +0.354446  +151.80    207.468753
LI_ACS15A:RG13  +0.354446  +152.06    207.572499
LI_ACS15A:RG14  +0.354446  +152.27    207.676245
LI_ACS15A:RG15  +0.354446  +152.43    207.779991
LI_ACS15A:RG16  +0.354446  +152.53    207.883737
LI_ACS15A:RG17  +0.354446  +152.57    207.987483
LI_ACS15B:RG01  +0.354446  +152.57    209.025039
LI_ACS15B:RG02  +0.354446  +152.51    209.128785
LI_ACS15B:RG03  +0.354446  +152.39    209.232531
LI_ACS15B:RG04  +0.354446  +152.22    209.336277
LI_ACS15B:RG05  +0.354446  +152.00    209.440023
LI_ACS15B:RG06  +0.354446  +151.73    209.543769
LI_ACS15B:RG07  +0.354446  +151.40    209.647515
LI_ACS15B:RG08  +0.354446  +151.02    209.751261
LI_ACS15B:RG09  +0.354446  +150.59    209.855007
LI_ACS15B:RG10  +0.354446  +150.10    209.958753
LI_ACS15B:RG11  +0.354446  +149.56    210.062499
LI_ACS15B:RG12  +0.354446  +148.98    210.166244
LI_ACS15B:RG13  +0.354446  +148.34    210.269990
LI_ACS15B:RG14  +0.354446  +147.65    210.373736
LI_ACS15B:RG15  +0.354446  +146.91    210.477482
LI_ACS15B:RG16  +0.354446  +146.12    210.581228
LI_ACS15B:RG17  +0.354446  +145.28    210.684974
LI_ACS16A:RG01  +0.357674  +145.52    211.727544
LI_ACS16A:RG02  +0.357674  +146.34    211.832308
LI_ACS16A:RG03  +0.357674  +147.11    211.937072
LI_ACS16A:RG04  +0.357674  +147.83    212.041836
LI_ACS16A:RG05  +0.357674  +148.50    212.146600
LI_ACS16A:RG06  +0.357674  +149.12    212.251365
LI_ACS16A:RG07  +0.357674  +149.68    212.356129
LI_ACS16A:RG08  +0.357674  +150.20    212.460893
LI_ACS16A:RG09  +0.357674  +150.66    212.565657
LI_ACS16A:RG10  +0.357674  +151.07    212.670421
LI_ACS16A:RG11  +0.357674  +151.43    212.775185
LI_ACS16A:RG12  +0.357674  +151.73    212.879949
LI_ACS16A:RG13  +0.357674  +151.99    212.984713
LI_ACS16A:RG14  +0.357674  +152.19    213.089477
LI_ACS16A:RG15  +0.357674  +152.34    213.194241
LI_ACS16A:RG16  +0.357674  +152.44    213.299005
LI_ACS16A:RG17  +0.357674  +152.48    213.403769
LI_ACS16B:RG01  +0.357674  +152.48    214.451501
LI_ACS16B:RG02  +0.357674  +152.42    214.556265
LI_ACS16B:RG03  +0.357674  +152.31    214.661029
LI_ACS16B:RG04  +0.357674  +152.15    214.765793
LI_ACS16B:RG05  +0.357674  +151.93    214.870557
LI_ACS16B:RG06  +0.357674  +151.67    214.975321
LI_ACS16B:RG07  +0.357674  +151.35    215.080085
LI_ACS16B:RG08  +0.357674  +150.98    215.184849
LI_ACS16B:RG09  +0.357674  +150.57    215.289614
LI_ACS16B:RG10  +0.357674  +150.10    215.394378
LI_ACS16B:RG11  +0.357674  +149.58    215.499142
LI_ACS16B:RG12  +0.357674  +149.01    215.603906
LI_ACS16B:RG13  +0.357674  +148.39    215.708670
LI_ACS16B:RG14  +0.357674  +147.73    215.813434
LI_ACS16B:RG15  +0.357674  +147.01    215.918198
LI_ACS16B:RG16  +0.357674  +146.25    216.022962
LI_ACS16B:RG17  +0.357674  +145.44    216.127726
LI_ACS17A:RG01  +0.360810  +145.68    217.180386
LI_ACS17A:RG02  +0.360810  +146.47    217.286142
LI_ACS17A:RG03  +0.360810  +147.21    217.391897
LI_ACS17A:RG04  +0.360810  +147.91    217.497653
LI_ACS17A:RG05  +0.360810  +148.55    217.603409
LI_ACS17A:RG06  +0.360810  +149.15    217.709165
LI_ACS17A:RG07  +0.360810  +149.69    217.814921
LI_ACS17A:RG08  +0.360810  +150.19    217.920677
LI_ACS17A:RG09  +0.360810  +150.64    218.026433
LI_ACS17A:RG10  +0.360810  +151.03    218.132189
LI_ACS17A:RG11  +0.360810  +151.38    218.237945
LI_ACS17A:RG12  +0.360810  +151.67    218.343701
LI_ACS17A:RG13  +0.360810  +151.92    218.449457
LI_ACS17A:RG14  +0.360810  +152.12    218.555213
LI_ACS17A:RG15  +0.360810  +152.26    218.660969
LI_ACS17A:RG16  +0.360810  +152.35    218.766725
LI_ACS17A:RG17  +0.360810  +152.40    218.872481
LI_ACS17B:RG01  +0.360810  +152.39    219.930133
LI_ACS17B:RG02  +0.360810  +152.34    220.035889
LI_ACS17B:RG03  +0.360810  +152.23    220.141645
LI_ACS17B:RG04  +0.360810  +152.07    220.247401
LI_ACS17B:RG05  +0.360810  +151.87    220.353157
LI_ACS17B:RG06  +0.360810  +151.61    220.458913
LI_ACS17B:RG07  +0.360810  +151.30    220.564669
LI_ACS17B:RG08  +0.360810  +150.95    220.670425
LI_ACS17B:RG09  +0.360810  +150.55    220.776181
LI_ACS17B:RG10  +0.360810  +150.09    220.881937
LI_ACS17B:RG11  +0.360810  +149.59    220.987693
LI_ACS17B:RG12  +0.360810  +149.05    221.093449
LI_ACS17B:RG13  +0.360810  +148.45    221.199205
LI_ACS17B:RG14  +0.360810  +147.81    221.304961
LI_ACS17B:RG15  +0.360810  +147.12    221.410717
LI_ACS17B:RG16  +0.360810  +146.38    221.516473
LI_ACS17B:RG17  +0.360810  +145.59    221.622229
LI_ACS18A:RG01  +0.363861  +145.83    222.684550
LI_ACS18A:RG02  +0.363861  +146.59    222.791273
LI_ACS18A:RG03  +0.363861  +147.31    222.897996
LI_ACS18A:RG04  +0.363861  +147.98    223.004719
LI_ACS18A:RG05  +0.363861  +148.60    223.111442
LI_ACS18A:RG06  +0.363861  +149.18    223.218165
LI_ACS18A:RG07  +0.363861  +149.71    223.324888
LI_ACS18A:RG08  +0.363861  +150.18    223.431611
LI_ACS18A:RG09  +0.363861  +150.62    223.538335
LI_ACS18A:RG10  +0.363861  +151.00    223.645058
LI_ACS18A:RG11  +0.363861  +151.33    223.751781
LI_ACS18A:RG12  +0.363861  +151.62    223.858504
LI_ACS18A:RG13  +0.363861  +151.85    223.965227
LI_ACS18A:RG14  +0.363861  +152.04    224.071950
LI_ACS18A:RG15  +0.363861  +152.18    224.178673
LI_ACS18A:RG16  +0.363861  +152.27    224.285396
LI_ACS18A:RG17  +0.363861  +152.31    224.392119
LI_ACS18B:RG01  +0.363861  +152.31    225.459443
LI_ACS18B:RG02  +0.363861  +152.25    225.566166
LI_ACS18B:RG03  +0.363861  +152.15    225.672890
LI_ACS18B:RG04  +0.363861  +152.00    225.779613
LI_ACS18B:RG05  +0.363861  +151.80    225.886336
LI_ACS18B:RG06  +0.363861  +151.55    225.993059
LI_ACS18B:RG07  +0.363861  +151.26    226.099782
LI_ACS18B:RG08  +0.363861  +150.92    226.206505
LI_ACS18B:RG09  +0.363861  +150.53    226.313228
LI_ACS18B:RG10  +0.363861  +150.09    226.419951
LI_ACS18B:RG11  +0.363861  +149.61    226.526674
LI_ACS18B:RG12  +0.363861  +149.08    226.633397
LI_ACS18B:RG13  +0.363861  +148.50    226.740120
LI_ACS18B:RG14  +0.363861  +147.88    226.846843
LI_ACS18B:RG15  +0.363861  +147.21    226.953566
LI_ACS18B:RG16  +0.363861  +146.50    227.060289
LI_ACS18B:RG17  +0.363861  +145.75    227.167012
LI_ACS19A:RG01  +0.366828  +145.97    228.239162
LI_ACS19A:RG02  +0.366828  +146.71    228.346829
LI_ACS19A:RG03  +0.366828  +147.40    228.454496
LI_ACS19A:RG04  +0.366828  +148.05    228.562163
LI_ACS19A:RG05  +0.366828  +148.65    228.669830
LI_ACS19A:RG06  +0.366828  +149.21    228.777497
LI_ACS19A:RG07  +0.366828  +149.72    228.885164
LI_ACS19A:RG08  +0.366828  +150.18    228.992831
LI_ACS19A:RG09  +0.366828  +150.59    229.100498
LI_ACS19A:RG10  +0.366828  +150.96    229.208165
LI_ACS19A:RG11  +0.366828  +151.29    229.315832
LI_ACS19A:RG12  +0.366828  +151.56    229.423499
LI_ACS19A:RG13  +0.366828  +151.79    229.531166
LI_ACS19A:RG14  +0.366828  +151.97    229.638833
LI_ACS19A:RG15  +0.366828  +152.11    229.746500
LI_ACS19A:RG16  +0.366828  +152.19    229.854167
LI_ACS19A:RG17  +0.366828  +152.24    229.961834
LI_ACS19B:RG01  +0.366828  +152.23    231.038591
LI_ACS19B:RG02  +0.366828  +152.18    231.146258
LI_ACS19B:RG03  +0.366828  +152.08    231.253925
LI_ACS19B:RG04  +0.366828  +151.93    231.361592
LI_ACS19B:RG05  +0.366828  +151.74    231.469259
LI_ACS19B:RG06  +0.366828  +151.50    231.576926
LI_ACS19B:RG07  +0.366828  +151.22    231.684593
LI_ACS19B:RG08  +0.366828  +150.89    231.792260
LI_ACS19B:RG09  +0.366828  +150.51    231.899927
LI_ACS19B:RG10  +0.366828  +150.09    232.007594
