LI_MEBT2:BNCH02:Rg04  +0.261541  +90.05    132.512968
LI_MEBT2:BNCH02:Rg05  +0.261541  +90.07    132.598711
LI_MEBT2:BNCH02:Rg06  +0.261541  +90.17    133.113170
LI_MEBT2:BNCH02:Rg07  +0.261541  +90.19    133.198913
LI_MEBT2:BNCH02:Rg08  +0.261541  +90.20    133.284656
LI_MEBT2:BNCH02:Rg09  +0.261541  +90.22    133.370399
LI_MEBT2:BNCH02:Rg10  +0.261541  +90.24    133.456142
LI_ACS01A:RG01  +0.296598  +148.24    137.088876
LI_ACS01A:RG02  +0.296598  +148.93    137.174981
LI_ACS01A:RG03  +0.296598  +149.53    137.261086
LI_ACS01A:RG04  +0.296598  +150.04    137.347192
LI_ACS01A:RG05  +0.296598  +150.46    137.433297
LI_ACS01A:RG06  +0.296598  +150.78    137.519402
LI_ACS01A:RG07  +0.296598  +151.02    137.605507
LI_ACS01A:RG08  +0.296598  +151.16    137.691612
LI_ACS01A:RG09  +0.296598  +151.22    137.777718
LI_ACS01A:RG10  +0.296598  +151.18    137.863823
LI_ACS01A:RG11  +0.296598  +151.05    137.949928
LI_ACS01A:RG12  +0.296598  +150.83    138.036033
LI_ACS01A:RG13  +0.296598  +150.52    138.122138
LI_ACS01A:RG14  +0.296598  +150.12    138.208243
LI_ACS01A:RG15  +0.296598  +149.63    138.294349
LI_ACS01A:RG16  +0.296598  +149.05    138.380454
LI_ACS01A:RG17  +0.296598  +148.39    138.466559
LI_ACS01B:RG01  +0.299035  +148.66    139.331383
LI_ACS01B:RG02  +0.299035  +149.33    139.418216
LI_ACS01B:RG03  +0.299035  +149.92    139.505050
LI_ACS01B:RG04  +0.299035  +150.41    139.591884
LI_ACS01B:RG05  +0.299035  +150.82    139.678718
LI_ACS01B:RG06  +0.299035  +151.14    139.765552
LI_ACS01B:RG07  +0.299035  +151.36    139.852386
LI_ACS01B:RG08  +0.299035  +151.50    139.939219
LI_ACS01B:RG09  +0.299035  +151.55    140.026053
LI_ACS01B:RG10  +0.299035  +151.51    140.112887
LI_ACS01B:RG11  +0.299035  +151.37    140.199721
LI_ACS01B:RG12  +0.299035  +151.15    140.286555
LI_ACS01B:RG13  +0.299035  +150.84    140.373389
LI_ACS01B:RG14  +0.299035  +150.44    140.460222
LI_ACS01B:RG15  +0.299035  +149.96    140.547056
LI_ACS01B:RG16  +0.299035  +149.39    140.633890
LI_ACS01B:RG17  +0.299035  +148.73    140.720724
LI_ACS02A:RG01  +0.303069  +142.34    141.592763
LI_ACS02A:RG02  +0.303069  +143.74    141.680674
LI_ACS02A:RG03  +0.303069  +145.05    141.768585
LI_ACS02A:RG04  +0.303069  +146.29    141.856496
LI_ACS02A:RG05  +0.303069  +147.43    141.944407
LI_ACS02A:RG06  +0.303069  +148.49    142.032318
LI_ACS02A:RG07  +0.303069  +149.47    142.120229
LI_ACS02A:RG08  +0.303069  +150.35    142.208140
LI_ACS02A:RG09  +0.303069  +151.15    142.296051
LI_ACS02A:RG10  +0.303069  +151.86    142.383962
LI_ACS02A:RG11  +0.303069  +152.48    142.471873
LI_ACS02A:RG12  +0.303069  +153.01    142.559784
LI_ACS02A:RG13  +0.303069  +153.46    142.647695
LI_ACS02A:RG14  +0.303069  +153.81    142.735606
LI_ACS02A:RG15  +0.303069  +154.07    142.823518
LI_ACS02A:RG16  +0.303069  +154.24    142.911429
LI_ACS02A:RG17  +0.303069  +154.33    142.999340
LI_ACS02B:RG01  +0.303069  +154.45    143.878563
LI_ACS02B:RG02  +0.303069  +154.36    143.966474
LI_ACS02B:RG03  +0.303069  +154.17    144.054385
LI_ACS02B:RG04  +0.303069  +153.90    144.142296
LI_ACS02B:RG05  +0.303069  +153.54    144.230207
LI_ACS02B:RG06  +0.303069  +153.09    144.318118
LI_ACS02B:RG07  +0.303069  +152.55    144.406029
LI_ACS02B:RG08  +0.303069  +151.93    144.493940
LI_ACS02B:RG09  +0.303069  +151.22    144.581851
LI_ACS02B:RG10  +0.303069  +150.43    144.669762
LI_ACS02B:RG11  +0.303069  +149.55    144.757673
LI_ACS02B:RG12  +0.303069  +148.59    144.845584
LI_ACS02B:RG13  +0.303069  +147.54    144.933495
LI_ACS02B:RG14  +0.303069  +146.42    145.021406
LI_ACS02B:RG15  +0.303069  +145.21    145.109317
LI_ACS02B:RG16  +0.303069  +143.93    145.197228
LI_ACS02B:RG17  +0.303069  +142.56    145.285139
