z[m]        G0[T/m]       G1[T/m] 
     0.00000000        0.000000      0.000000 
     0.00300180        0.000000      0.000000 
     0.00600360        0.000000      0.000000 
     0.00900540        0.000000      0.000000 
     0.01200720        0.000000      0.000000 
     0.01500900        0.000000      0.000000 
     0.01801080        0.000000      0.000000 
     0.02101261        0.000000      0.000000 
     0.02401441        0.000000      0.000000 
     0.02701621        0.000000      0.000000 
     0.03001801        0.000000      0.000000 
     0.03301981        0.000000      0.000000 
     0.03602161        0.000000      0.133972 
     0.03902341        0.000000      0.239321 
     0.04202521        0.000000      0.437619 
     0.04502701        0.000000      0.810080 
     0.04802881        0.000000      1.488796 
     0.05103061        0.000000      2.639285 
     0.05403241        0.000000      4.358419 
     0.05703422        0.000000      6.503140 
     0.06003602       13.094818      8.658618 
     0.06303782       13.094818     10.402248 
     0.06603962       13.094818     11.577316 
     0.06904142       13.094818     12.273618 
     0.07204322       13.094818     12.656584 
     0.07504502       13.094818     12.860609 
     0.07804682       13.094818     12.968962 
     0.08104862       13.094818     13.027320 
     0.08405042       13.094818     13.059491 
     0.08705222       13.094818     13.077719 
     0.09005402       13.094818     13.088347 
     0.09305583       13.094818     13.094720 
     0.09605763       13.094818     13.098646 
     0.09905943       13.094818     13.101123 
     0.10206123       13.094818     13.102722 
     0.10506303       13.094818     13.103773 
     0.10806483       13.094818     13.104475 
     0.11106663       13.094818     13.104947 
     0.11406843       13.094818     13.105263 
     0.11707023       13.094818     13.105471 
     0.12007203       13.094818     13.105599 
     0.12307383       13.094818     13.105662 
     0.12607563       13.094818     13.105670 
     0.12907744       13.094818     13.105623 
     0.13207924       13.094818     13.105515 
     0.13508104       13.094818     13.105332 
     0.13808284       13.094818     13.105050 
     0.14108464       13.094818     13.104628 
     0.14408644       13.094818     13.104001 
     0.14708824       13.094818     13.103065 
     0.15009004       13.094818     13.101648 
     0.15309184       13.094818     13.099464 
     0.15609364       13.094818     13.096027 
     0.15909544       13.094818     13.090486 
     0.16209724       13.094818     13.081317 
     0.16509904       13.094818     13.065719 
     0.16810085       13.094818     13.038410 
     0.17110265       13.094818     12.989242 
     0.17410445       13.094818     12.898492 
     0.17710625       13.094818     12.728064 
     0.18010805       13.094818     12.407124 
     0.18310985       13.094818     11.816112 
     0.18611165       13.094818     10.792208 
     0.18911345       13.094818      9.207300 
     0.19211525       13.094818      7.134211 
     0.19511705        0.000000      4.937096 
     0.19811885        0.000000      3.069050 
     0.20112065        0.000000      1.760017 
     0.20412246        0.000000      0.964290 
     0.20712426        0.000000      0.520745 
     0.21012606        0.000000      0.283384 
     0.21312786        0.000000      0.157474 
     0.21612966        0.000000      0.000000 
     0.21913146        0.000000      0.000000 
     0.22213326        0.000000      0.000000 
     0.22513506        0.000000      0.000000 
     0.22813686        0.000000      0.000000 
     0.23113866        0.000000      0.000000 
     0.23414046        0.000000      0.000000 
     0.23714226        0.000000      0.000000 
     0.24014407        0.000000      0.000000 
     0.24314587        0.000000      0.000000 
     0.24614767        0.000000      0.000000 
     0.24914947        0.000000      0.000000 
     0.25215127        0.000000      0.000000 
     0.25515307        0.000000      0.000000 
     0.25815487        0.000000      0.000000 
     0.26115667        0.000000      0.000000 
     0.26415847        0.000000      0.000000 
     0.26716027        0.000000      0.000000 
     0.27016207        0.000000      0.000000 
     0.27316387        0.000000      0.000000 
     0.27616567        0.000000      0.000000 
     0.27916748        0.000000      0.000000 
     0.28216928        0.000000      0.000000 
     0.28517108        0.000000      0.000000 
     0.28817288        0.000000     -0.136633 
     0.29117468        0.000000     -0.244363 
     0.29417648        0.000000     -0.447212 
     0.29717828        0.000000     -0.827971 
     0.30018008        0.000000     -1.520275 
     0.30318188        0.000000     -2.688646 
     0.30618368        0.000000     -4.422462 
     0.30918548      -13.022917     -6.566002 
     0.31218728      -13.022917     -8.699058 
     0.31518909      -13.022917    -10.408996 
     0.31819089      -13.022917    -11.553410 
     0.32119269      -13.022917    -12.228571 
     0.32419449      -13.022917    -12.599088 
     0.32719629      -13.022917    -12.796352 
     0.33019809      -13.022917    -12.901149 
     0.33319989      -13.022917    -12.957642 
     0.33620169      -13.022917    -12.988821 
     0.33920349      -13.022917    -13.006509 
     0.34220529      -13.022917    -13.016835 
     0.34520709      -13.022917    -13.023035 
     0.34820889      -13.022917    -13.026858 
     0.35121070      -13.022917    -13.029274 
     0.35421250      -13.022917    -13.030834 
     0.35721430      -13.022917    -13.031860 
     0.36021610      -13.022917    -13.032546 
     0.36321790      -13.022917    -13.033007 
     0.36621970      -13.022917    -13.033316 
     0.36922150      -13.022917    -13.033519 
     0.37222330      -13.022917    -13.033642 
     0.37522510      -13.022917    -13.033703 
     0.37822690      -13.022917    -13.033708 
     0.38122870      -13.022917    -13.033659 
     0.38423050      -13.022917    -13.033548 
     0.38723231      -13.022917    -13.033363 
     0.39023411      -13.022917    -13.033077 
     0.39323591      -13.022917    -13.032650 
     0.39623771      -13.022917    -13.032016 
     0.39923951      -13.022917    -13.031068 
     0.40224131      -13.022917    -13.029632 
     0.40524311      -13.022917    -13.027417 
     0.40824491      -13.022917    -13.023927 
     0.41124671      -13.022917    -13.018295 
     0.41424851      -13.022917    -13.008965 
     0.41725031      -13.022917    -12.993071 
     0.42025211      -13.022917    -12.965210 
     0.42325391      -13.022917    -12.914988 
     0.42625572      -13.022917    -12.822202 
     0.42925752      -13.022917    -12.647866 
     0.43225932      -13.022917    -12.319685 
     0.43526112      -13.022917    -11.716417 
     0.43826292      -13.022917    -10.675272 
     0.44126472      -13.022917     -9.073829 
     0.44426652      -13.022917     -6.997115 
     0.44726832        0.000000     -4.817744 
     0.45027012        0.000000     -2.982125 
     0.45327192        0.000000     -1.705427 
     0.45627372        0.000000     -0.933219 
     0.45927552        0.000000     -0.503937 
     0.46227733        0.000000     -0.274430 
     0.46527913        0.000000     -0.152670 
     0.46828093        0.000000      0.000000 
     0.47128273        0.000000      0.000000 
     0.47428453        0.000000      0.000000 
     0.47728633        0.000000      0.000000 
     0.48028813        0.000000      0.000000 
     0.48328993        0.000000      0.000000 
     0.48629173        0.000000      0.000000 
     0.48929353        0.000000      0.000000 
     0.49229533        0.000000      0.000000 
     0.49529713        0.000000      0.000000 
     0.49829894        0.000000      0.000000 
     0.50130074        0.000000      0.000000 
     0.50430254        0.000000      0.000000 
     0.50730434        0.000000      0.000000 
     0.51030614        0.000000      0.000000 
     0.51330794        0.000000      0.000000 
     0.51630974        0.000000      0.000000 
     0.51931154        0.000000      0.000000 
     0.52231334        0.000000      0.000000 
     0.52531514        0.000000      0.000000 
     0.52831694        0.000000      0.000000 
     0.53131874        0.000000      0.000000 
     0.53432054        0.000000      0.000000 
     0.53732235        0.000000      0.000000 
     0.54032415        0.000000      0.000000 
     0.54332595        0.000000      0.181257 
     0.54632775        0.000000      0.328263 
     0.54932955        0.000000      0.605405 
     0.55233135        0.000000      1.119654 
     0.55533315        0.000000      2.025982 
     0.55833495        0.000000      3.470308 
     0.56133675        0.000000      5.437930 
     0.56433855       12.951015      7.624777 
     0.56734035       12.951015      9.572442 
     0.57034215       12.951015     10.989989 
     0.57334396       12.951015     11.874237 
     0.57634576       12.951015     12.374250 
     0.57934756       12.951015     12.643335 
     0.58234936       12.951015     12.786052 
     0.58535116       12.951015     12.862312 
     0.58835296       12.951015     12.903879 
     0.59135476       12.951015     12.927132 
     0.59435656       12.951015     12.940514 
     0.59735836       12.951015     12.948438 
     0.60036016       12.951015     12.953261 
     0.60336196       12.951015     12.956272 
     0.60636376       12.951015     12.958197 
     0.60936557       12.951015     12.959452 
     0.61236737       12.951015     12.960285 
     0.61536917       12.951015     12.960843 
     0.61837097       12.951015     12.961219 
     0.62137277       12.951015     12.961469 
     0.62437457       12.951015     12.961629 
     0.62737637       12.951015     12.961719 
     0.63037817       12.951015     12.961751 
     0.63337997       12.951015     12.961729 
     0.63638177       12.951015     12.961651 
     0.63938357       12.951015     12.961506 
     0.64238537       12.951015     12.961275 
     0.64538718       12.951015     12.960927 
     0.64838898       12.951015     12.960410 
     0.65139078       12.951015     12.959639 
     0.65439258       12.951015     12.958480 
     0.65739438       12.951015     12.956710 
     0.66039618       12.951015     12.953951 
     0.66339798       12.951015     12.949553 
     0.66639978       12.951015     12.942364 
     0.66940158       12.951015     12.930287 
     0.67240338       12.951015     12.909418 
     0.67540518       12.951015     12.872313 
     0.67840698       12.951015     12.804554 
     0.68140878       12.951015     12.678135 
     0.68441059       12.951015     12.439796 
     0.68741239       12.951015     11.994666 
     0.69041419       12.951015     11.197279 
     0.69341599       12.951015      9.889096 
     0.69641779       12.951015      8.029871 
     0.69941959        0.000000      5.854233 
     0.70242139        0.000000      3.812263 
     0.70542319        0.000000      2.258332 
     0.70842499        0.000000      1.257805 
     0.71142679        0.000000      0.681453 
     0.71442859        0.000000      0.368762 
     0.71743039        0.000000      0.202744 
     0.72043220        0.000000      0.000000 
     0.72343400        0.000000      0.000000 
     0.72643580        0.000000      0.000000 
     0.72943760        0.000000      0.000000 
     0.73243940        0.000000      0.000000 
     0.73544120        0.000000      0.000000 
     0.73844300        0.000000      0.000000 
     0.74144480        0.000000      0.000000 
     0.74444660        0.000000      0.000000 
     0.74744840        0.000000      0.000000 
     0.75045020        0.000000      0.000000 
     0.75345200        0.000000      0.000000 
     0.75645381        0.000000      0.000000 
     0.75945561        0.000000      0.000000 
     0.76245741        0.000000      0.000000 
     0.76545921        0.000000      0.000000 
     0.76846101        0.000000      0.000000 
     0.77146281        0.000000      0.000000 
     0.77446461        0.000000      0.000000 
     0.77746641        0.000000      0.000000 
     0.78046821        0.000000      0.000000 
     0.78347001        0.000000      0.000000 
     0.78647181        0.000000      0.000000 
     0.78947361        0.000000      0.000000 
     0.79247542        0.000000      0.000000 
     0.79547722        0.000000      0.000000 
     0.79847902        0.000000     -0.181375 
     0.80148082        0.000000     -0.328557 
     0.80448262        0.000000     -0.606024 
     0.80748442        0.000000     -1.120702 
     0.81048622        0.000000     -2.027068 
     0.81348802        0.000000     -3.469465 
     0.81648982        0.000000     -5.430606 
     0.81949162      -12.879114     -7.605162 
     0.82249342      -12.879114     -9.537383 
     0.82549522      -12.879114    -10.940975 
     0.82849702      -12.879114    -11.815342 
     0.83149883      -12.879114    -12.309391 
     0.83450063      -12.879114    -12.575183 
     0.83750243      -12.879114    -12.716151 
     0.84050423      -12.879114    -12.791489 
     0.84350603      -12.879114    -12.832563 
     0.84650783      -12.879114    -12.855547 
     0.84950963      -12.879114    -12.868779 
     0.85251143      -12.879114    -12.876616 
     0.85551323      -12.879114    -12.881387 
     0.85851503      -12.879114    -12.884367 
     0.86151683      -12.879114    -12.886272 
     0.86451863      -12.879114    -12.887515 
     0.86752044      -12.879114    -12.888339 
     0.87052224      -12.879114    -12.888892 
     0.87352404      -12.879114    -12.889265 
     0.87652584      -12.879114    -12.889512 
     0.87952764      -12.879114    -12.889670 
