z[m]        G0[T/m]       G1[T/m] 
     0.00000000        0.000000      0.000000 
     0.00300134        0.000000      0.000000 
     0.00600269        0.000000      0.000000 
     0.00900403        0.000000      0.000000 
     0.01200538        0.000000      0.000000 
     0.01500672        0.000000      0.284246 
     0.01800807        0.000000      0.524598 
     0.02100941        0.000000      0.988386 
     0.02401075        0.000000      1.870097 
     0.02701210        0.000000      3.458791 
     0.03001344        0.000000      6.028269 
     0.03301479        0.000000      9.533824 
     0.03601613       21.958800     13.369603 
     0.03901748       21.958800     16.681272 
     0.04201882       21.958800     18.997219 
     0.04502017       21.958800     20.384036 
     0.04802151       21.958800     21.140306 
     0.05102285       21.958800     21.535469 
     0.05402420       21.958800     21.740314 
     0.05702554       21.958800     21.847868 
     0.06002689       21.958800     21.905680 
     0.06302823       21.958800     21.937617 
     0.06602958       21.958800     21.955731 
     0.06903092       21.958800     21.966207 
     0.07203226       21.958800     21.972287 
     0.07503361       21.958800     21.975685 
     0.07803495       21.958800     21.977287 
     0.08103630       21.958800     21.977491 
     0.08403764       21.958800     21.976346 
     0.08703899       21.958800     21.973572 
     0.09004033       21.958800     21.968457 
     0.09304167       21.958800     21.959596 
     0.09604302       21.958800     21.944330 
     0.09904436       21.958800     21.917602 
     0.10204571       21.958800     21.869630 
     0.10504705       21.958800     21.781121 
     0.10804840       21.958800     21.613637 
     0.11104974       21.958800     21.291286 
     0.11405108       21.958800     20.670996 
     0.11705243       21.958800     19.512971 
     0.12005377       21.958800     17.509716 
     0.12305512       21.958800     14.484181 
     0.12605646        0.000000     10.726492 
     0.12905781        0.000000      7.030036 
     0.13205915        0.000000      4.141340 
     0.13506050        0.000000      2.271053 
     0.13806184        0.000000      1.204669 
     0.14106318        0.000000      0.637147 
     0.14406453        0.000000      0.342616 
     0.14706587        0.000000      0.000000 
     0.15006722        0.000000      0.000000 
     0.15306856        0.000000      0.000000 
     0.15606991        0.000000      0.000000 
     0.15907125        0.000000      0.000000 
     0.16207259        0.000000      0.000000 
     0.16507394        0.000000      0.000000 
     0.16807528        0.000000      0.000000 
     0.17107663        0.000000      0.000000 
     0.17407797        0.000000      0.000000 
     0.17707932        0.000000      0.000000 
     0.18008066        0.000000      0.000000 
     0.18308200        0.000000      0.000000 
     0.18608335        0.000000      0.000000 
     0.18908469        0.000000      0.000000 
     0.19208604        0.000000      0.000000 
     0.19508738        0.000000      0.000000 
     0.19808873        0.000000     -0.230757 
     0.20109007        0.000000     -0.434687 
     0.20409141        0.000000     -0.839211 
     0.20709276        0.000000     -1.632559 
     0.21009410        0.000000     -3.108285 
     0.21309545        0.000000     -5.560232 
     0.21609679        0.000000     -8.953588 
     0.21909814      -20.354035    -12.649443 
     0.22209948      -20.354035    -15.764993 
     0.22510083      -20.354035    -17.865057 
     0.22810217      -20.354035    -19.072292 
     0.23110351      -20.354035    -19.706059 
     0.23410486      -20.354035    -20.026765 
     0.23710620      -20.354035    -20.188821 
     0.24010755      -20.354035    -20.272252 
     0.24310889      -20.354035    -20.316446 
     0.24611024      -20.354035    -20.340619 
     0.24911158      -20.354035    -20.354268 
     0.25211292      -20.354035    -20.362197 
     0.25511427      -20.354035    -20.366904 
     0.25811561      -20.354035    -20.369721 
     0.26111696      -20.354035    -20.371373 
     0.26411830      -20.354035    -20.372249 
     0.26711965      -20.354035    -20.372544 
     0.27012099      -20.354035    -20.372322 
     0.27312233      -20.354035    -20.371535 
     0.27612368      -20.354035    -20.370010 
     0.27912502      -20.354035    -20.367389 
     0.28212637      -20.354035    -20.363007 
     0.28512771      -20.354035    -20.355643 
     0.28812906      -20.354035    -20.343010 
     0.29113040      -20.354035    -20.320730 
     0.29413175      -20.354035    -20.280182 
     0.29713309      -20.354035    -20.203968 
     0.30013443      -20.354035    -20.056456 
     0.30313578      -20.354035    -19.765022 
     0.30613712      -20.354035    -19.187996 
     0.30913847      -20.354035    -18.080090 
     0.31213981      -20.354035    -16.120629 
     0.31514116      -20.354035    -13.135766 
     0.31814250        0.000000     -9.471912 
     0.32114384        0.000000     -5.985023 
     0.32414519        0.000000     -3.387032 
     0.32714653        0.000000     -1.789749 
     0.33014788        0.000000     -0.920891 
     0.33314922        0.000000     -0.475885 
     0.33615057        0.000000     -0.251599 
     0.33915191        0.000000      0.000000 
     0.34215325        0.000000      0.000000 
     0.34515460        0.000000      0.000000 
     0.34815594        0.000000      0.000000 
     0.35115729        0.000000      0.000000 
     0.35415863        0.000000      0.000000 
     0.35715998        0.000000      0.000000 
     0.36016132        0.000000      0.000000 
     0.36316266        0.000000      0.000000 
     0.36616401        0.000000      0.000000 
     0.36916535        0.000000      0.000000 
     0.37216670        0.000000      0.000000 
     0.37516804        0.000000      0.000000 
     0.37816939        0.000000      0.000000 
     0.38117073        0.000000      0.000000 
     0.38417208        0.000000      0.000000 
     0.38717342        0.000000      0.236451 
     0.39017476        0.000000      0.446081 
     0.39317611        0.000000      0.861969 
     0.39617745        0.000000      1.676365 
     0.39917880        0.000000      3.185009 
     0.40218014        0.000000      5.672780 
     0.40518149        0.000000      9.078107 
     0.40818283       20.214401     12.739196 
     0.41118417       20.214401     15.787222 
     0.41418552       20.214401     17.821863 
     0.41718686       20.214401     18.984310 
     0.42018821       20.214401     19.592740 
     0.42318955       20.214401     19.900388 
     0.42619090       20.214401     20.055933 
     0.42919224       20.214401     20.136113 
     0.43219358       20.214401     20.178653 
     0.43519493       20.214401     20.201959 
     0.43819627       20.214401     20.215139 
     0.44119762       20.214401     20.222805 
     0.44419896       20.214401     20.227360 
     0.44720031       20.214401     20.230086 
     0.45020165       20.214401     20.231680 
     0.45320299       20.214401     20.232517 
     0.45620434       20.214401     20.232784 
     0.45920568       20.214401     20.232537 
     0.46220703       20.214401     20.231724 
     0.46520837       20.214401     20.230165 
     0.46820972       20.214401     20.227493 
     0.47121106       20.214401     20.223027 
     0.47421241       20.214401     20.215515 
     0.47721375       20.214401     20.202613 
     0.48021509       20.214401     20.179824 
     0.48321644       20.214401     20.138281 
     0.48621778       20.214401     20.060072 
     0.48921913       20.214401     19.908501 
     0.49222047       20.214401     19.608853 
     0.49522182       20.214401     19.015930 
     0.49822316       20.214401     17.880636 
     0.50122450       20.214401     15.884440 
     0.50422585       20.214401     12.872160 
     0.50722719        0.000000      9.219824 
     0.51022854        0.000000      5.788912 
