beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.6731095      0.6730138      -0.05666351    -0.05660172     -8.84315e-18  -1.202286e-17    -1.801315e-16  -1.121009e-19   
1  0.646162        10.50904        0.6695931      0.6695116      -0.05676278     -0.0567965    -2.002176e-17  -1.100261e-17    -2.286121e-16   9.843916e-20   
2  0.642323        10.57184        0.6660222      0.6659542      -0.05696137    -0.05699152     -3.74231e-17  -1.001135e-17    -2.988909e-16   2.984946e-19   
3  0.638485        10.63539        0.6623957      0.6623404      -0.05716003    -0.05718675    -5.780444e-17  -9.049568e-18     1.810173e-16   4.879545e-19   
4  0.634646        10.69972        0.6587125      0.6586691      -0.05735872    -0.05738214    -1.388921e-17  -8.117742e-18     8.588837e-16    6.66712e-19   
5  0.630808        10.76482        0.6549717      0.6549393      -0.05755738    -0.05757763     5.349872e-17  -7.216352e-18    -2.114391e-16   8.346646e-19   
6  0.626970        10.83073        0.6511719      0.6511499      -0.05775597    -0.05777318    -4.258349e-17   -6.34587e-18    -2.355592e-16   9.917144e-19   
7  0.623131        10.89744         0.647312      0.6472996      -0.05795443    -0.05796874     2.325154e-17  -5.506768e-18     1.955459e-17   1.137769e-18   
8  0.619293        10.96499         0.643391      0.6433874       -0.0581527    -0.05816423    -4.075806e-17   -4.69951e-18     3.378348e-17   1.272741e-18   
9  0.615455        11.03337        0.6394074      0.6394119      -0.05835071    -0.05835961     2.867052e-17  -3.924556e-18     6.925326e-16    1.39655e-18   
10  0.611616        11.10261        0.6353602       0.635372      -0.05854841    -0.05855482     5.427696e-17  -3.182355e-18    -1.324788e-16   1.509122e-18   
11  0.607778        11.17273         0.631248      0.6312665      -0.05874573    -0.05874977     9.768816e-18  -2.473352e-18     3.573805e-16    1.61039e-18   
12  0.603939        11.24374        0.6270695      0.6270939       -0.0589426    -0.05894441     1.055973e-16  -1.797981e-18    -1.901079e-16   1.700295e-18   
13  0.600101        11.31566        0.6228234      0.6228531      -0.05913894    -0.05913867    -1.880125e-17  -1.156664e-18    -9.278296e-16   1.778785e-18   
14  0.596263         11.3885        0.6185084      0.6185426      -0.05933467    -0.05933245    -2.797376e-17  -5.498133e-19     -4.23177e-17   1.845819e-18   
15  0.592424        11.46229         0.614123      0.6141611      -0.05952972    -0.05952569    -2.492742e-17   2.217254e-20     4.908391e-16   1.901364e-18   
16  0.588586        11.53704        0.6096659      0.6097073      -0.05972399     -0.0597183     4.536674e-17   5.589097e-19     3.523362e-16   1.945398e-18   
17  0.584747        11.61277        0.6051356      0.6051796      -0.05991741    -0.05991018     2.751537e-17    1.06003e-18    -5.638395e-16   1.977911e-18   
18  0.580909         11.6895        0.6005306      0.6005766      -0.06010987    -0.06010125    -4.092632e-17   1.525184e-18    -5.071007e-17   1.998903e-18   
19  0.577071        11.76725        0.5958494      0.5958969      -0.06030127     -0.0602914     2.054016e-17   1.954039e-18    -1.974436e-16   2.008388e-18   
20  0.573232        11.84605        0.5910905      0.5911389      -0.06049152    -0.06048053    -7.286421e-17   2.346286e-18     1.859562e-17   2.006392e-18   
21  0.569394         11.9259        0.5862523       0.586301       -0.0606805    -0.06066853     2.476943e-17   2.701639e-18     6.515879e-16   1.992956e-18   
22  0.565556        12.00684        0.5813332      0.5813816       -0.0608681     -0.0608553     3.128988e-17   3.019834e-18    -1.001418e-16   1.968139e-18   
23  0.561717        12.08889        0.5763316      0.5763792       -0.0610542     -0.0610407     8.247773e-18   3.300638e-18    -5.186856e-16   1.932011e-18   
24  0.557879        12.17207        0.5712456      0.5712921      -0.06123868    -0.06122461    -5.467683e-17   3.543846e-18    -2.549984e-16   1.884665e-18   
25  0.554040        12.25639        0.5660738      0.5661186      -0.06142141    -0.06140691    -3.388731e-17   3.749284e-18     4.982386e-16   1.826208e-18   
26  0.550202         12.3419        0.5608142       0.560857      -0.06160224    -0.06158744     3.023637e-17   3.916812e-18     2.592991e-16   1.756769e-18   
27  0.546364        12.42861        0.5554651      0.5555054      -0.06178104    -0.06176608     1.017724e-17    4.04633e-18    -3.553019e-16   1.676497e-18   
28  0.542525        12.51654        0.5500247      0.5500622      -0.06195766    -0.06194265    -3.196516e-17   4.137775e-18    -3.836912e-16   1.585563e-18   
29  0.538687        12.60572        0.5444911      0.5445254      -0.06213194    -0.06211702    -5.766189e-17   4.191129e-18     1.883617e-16   1.484162e-18   
30  0.534848        12.69619        0.5388625      0.5388933      -0.06230371      -0.062289     2.484341e-18   4.206417e-18     1.613888e-16   1.372514e-18   
31  0.531010        12.78796        0.5331368      0.5331639       -0.0624728    -0.06245842    -2.890887e-17   4.183717e-18     2.154856e-16   1.250862e-18   
32  0.527172        12.88107        0.5273121      0.5273352      -0.06263902    -0.06262509     4.306934e-17   4.123158e-18     1.438564e-16   1.119481e-18   
33  0.523333        12.97555        0.5213865      0.5214054       -0.0628022    -0.06278883    -2.782733e-18   4.024925e-18     -1.00551e-16   9.786732e-19   
34  0.519495        13.07142        0.5153577      0.5153723      -0.06296213    -0.06294943     2.446682e-17   3.889265e-18    -3.054811e-17   8.287706e-19   
35  0.515657        13.16872        0.5092239      0.5092339       -0.0631186    -0.06310668    -9.133041e-18   3.716488e-18    -4.011877e-16   6.701388e-19   
36  0.511818        13.26748        0.5029827      0.5029882       -0.0632714    -0.06326036    -5.427094e-17   3.506974e-18     9.625851e-17   5.031774e-19   
37  0.507980        13.36773        0.4966321      0.4966329      -0.06342029    -0.06341022      1.08492e-17   3.261176e-18      2.19647e-16   3.283218e-19   
38  0.504141        13.46951        0.4901698       0.490166      -0.06356503    -0.06355603    -1.055211e-17   2.979623e-18     3.799715e-16   1.460452e-19   
39  0.500303        13.57285        0.4835937      0.4835852      -0.06370538    -0.06369753     8.970986e-17   2.662929e-18     1.376673e-16  -4.313957e-20   
40  0.496465        13.67779        0.4769013      0.4768883      -0.06384107    -0.06383445      1.67905e-17   2.311795e-18     -4.63103e-16  -2.386781e-19   
41  0.492626        13.78436        0.4700905       0.470073      -0.06397183    -0.06396651    -7.862259e-18   1.927015e-18    -1.307407e-17  -4.399724e-19   
42  0.488788        13.89261        0.4631588       0.463137      -0.06409736    -0.06409341     1.434724e-17   1.509482e-18     2.290082e-16  -6.463788e-19   
43  0.484949        14.00257        0.4561039      0.4560779      -0.06421737    -0.06421483     4.214975e-17   1.060194e-18    -6.916284e-17   -8.57206e-19   
44  0.481111        14.11428        0.4489233      0.4488934      -0.06433154    -0.06433046    -1.549413e-18   5.802576e-19     2.192273e-16  -1.071713e-18   
45  0.477273        14.22779        0.4416146      0.4415811      -0.06443953    -0.06443996     9.262236e-17   7.089763e-20    -3.494548e-16  -1.289106e-18   
46  0.473434        14.34315        0.4341753      0.4341384        -0.064541    -0.06454296    -8.369723e-17  -4.665388e-19    -4.908929e-16   -1.50854e-18   
47  0.469596        14.46038        0.4266029      0.4265629      -0.06463558    -0.06463909    -1.959786e-17  -1.030575e-18     1.600682e-16   -1.72911e-18   
48  0.465758        14.57955        0.4188949      0.4188522      -0.06472289    -0.06472796    -4.660297e-17  -1.619598e-18     8.515366e-17  -1.949856e-18   
49  0.461919        14.70071        0.4110486      0.4110036      -0.06480253    -0.06480916     1.483833e-18  -2.231853e-18     1.451484e-16  -2.169756e-18   
50  0.458081        14.82389        0.4030614      0.4030146      -0.06487409    -0.06488225    -1.164971e-17  -2.865432e-18     1.996928e-18  -2.387727e-18   
51  0.454242        14.94915        0.3949309      0.3948827      -0.06493712    -0.06494679     2.206074e-18  -3.518275e-18      1.16184e-16  -2.602622e-18   
52  0.450404        15.07655        0.3866543      0.3866052      -0.06499115    -0.06500229     1.771736e-17  -4.188152e-18    -1.599026e-16  -2.813226e-18   
53  0.446566        15.20614         0.378229      0.3781796      -0.06503572    -0.06504827     -3.95035e-17  -4.872668e-18     3.660228e-17  -3.018262e-18   
54  0.442727        15.33797        0.3696524      0.3696031      -0.06507031     -0.0650842     2.836048e-17  -5.569244e-18    -1.526903e-16  -3.216378e-18   
55  0.438889        15.47211        0.3609218      0.3608733       -0.0650944    -0.06510954     -8.16546e-17   -6.27512e-18    -2.403224e-16  -3.406158e-18   
56  0.435051        15.60862        0.3520347      0.3519874      -0.06510742    -0.06512372    -3.531011e-17  -6.987343e-18     3.142369e-16  -3.586113e-18   
57  0.431212        15.74756        0.3429882      0.3429428       -0.0651088    -0.06512613     4.839399e-18   -7.70276e-18     1.458932e-16  -3.754684e-18   
58  0.427374        15.88899          0.33378       0.333737      -0.06509794    -0.06511617     5.237219e-18  -8.418018e-18    -7.412289e-17  -3.910242e-18   
59  0.423535        16.03299        0.3244073      0.3243673      -0.06507418    -0.06509316    -1.651484e-17  -9.129552e-18    -2.345776e-17  -4.051089e-18   
60  0.419697        16.17962        0.3148676      0.3148312      -0.06503687    -0.06505643    -1.244199e-18  -9.833583e-18     2.949169e-16  -4.175457e-18   
