beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.7220946      0.7220281      -0.04893895    -0.04887519     -5.57761e-17   1.446168e-18     1.276734e-15   2.056779e-16   
1  0.646162        10.50904        0.7190576      0.7190009      -0.04903401    -0.04906202     2.345554e-17    1.76647e-18       2.1931e-16   1.934883e-16   
2  0.642323        10.57184        0.7159723       0.715925      -0.04922444    -0.04924956    -2.917783e-17   2.073259e-18     3.590849e-16   1.815665e-16   
3  0.638485        10.63539        0.7128377      0.7127992      -0.04941545    -0.04943777     6.973151e-17   2.366343e-18     -1.29551e-16   1.699168e-16   
4  0.634646        10.69972         0.709653      0.7096227        -0.049607    -0.04962665    -4.704062e-17   2.645533e-18    -1.295884e-15   1.585434e-16   
5  0.630808        10.76482         0.706417      0.7063944      -0.04979908    -0.04981615    -9.758798e-17   2.910642e-18     3.084283e-16   1.474506e-16   
6  0.626970        10.83073        0.7031288      0.7031133      -0.04999165    -0.05000626    -5.768666e-18   3.161487e-18     8.741601e-16   1.366425e-16   
7  0.623131        10.89744        0.6997871      0.6997783      -0.05018467    -0.05019693     1.792082e-17   3.397888e-18     7.475854e-16   1.261234e-16   
8  0.619293        10.96499         0.696391      0.6963883      -0.05037813    -0.05038813     9.492519e-17    3.61967e-18     4.333206e-16   1.158973e-16   
9  0.615455        11.03337        0.6929393      0.6929422      -0.05057197    -0.05057984     7.622552e-17   3.826661e-18    -4.598411e-16   1.059681e-16   
10  0.611616        11.10261        0.6894308      0.6894389      -0.05076616    -0.05077201     3.147809e-17   4.018695e-18    -5.500119e-16   9.633987e-17   
11  0.607778        11.17273        0.6858644      0.6858771      -0.05096067    -0.05096461     -3.40624e-19   4.195613e-18     -8.15947e-17   8.701635e-17   
12  0.603939        11.24374        0.6822388      0.6822556      -0.05115545    -0.05115758      2.02946e-17   4.357258e-18    -3.067934e-16   7.800127e-17   
13  0.600101        11.31566        0.6785528      0.6785733      -0.05135045    -0.05135089    -4.473226e-17   4.503485e-18    -1.968574e-16   6.929826e-17   
14  0.596263         11.3885        0.6748051      0.6748288      -0.05154563    -0.05154449    -7.547738e-18   4.634152e-18      2.62632e-16   6.091077e-17   
15  0.592424        11.46229        0.6709945      0.6710209      -0.05174093    -0.05173834     -6.45624e-18   4.749129e-18     1.477784e-16   5.284216e-17   
16  0.588586        11.53704        0.6671196      0.6671483      -0.05193632    -0.05193237     1.453084e-17   4.848291e-18      5.44923e-17   4.509561e-17   
17  0.584747        11.61277         0.663179      0.6632095      -0.05213172    -0.05212653     1.521761e-18   4.931526e-18     8.572447e-17   3.767415e-17   
18  0.580909         11.6895        0.6591713      0.6592033      -0.05232708    -0.05232076     2.785836e-17    4.99873e-18     5.372954e-17   3.058059e-17   
19  0.577071        11.76725        0.6550952      0.6551282      -0.05252234    -0.05251501     9.526637e-18    5.04981e-18     -3.66935e-16    2.38176e-17   
20  0.573232        11.84605         0.650949      0.6509826      -0.05271744     -0.0527092    -2.972066e-17   5.084688e-18     1.484424e-16   1.738759e-17   
21  0.569394         11.9259        0.6467314      0.6467653       -0.0529123    -0.05290327     3.376389e-17   5.103297e-18     2.271661e-16   1.129276e-17   
22  0.565556        12.00684        0.6424408      0.6424745      -0.05310685    -0.05309714      6.19136e-18   5.105584e-18    -1.946371e-18    5.53504e-18   
23  0.561717        12.08889        0.6380756      0.6381089      -0.05330102    -0.05329074     3.382133e-17   5.091511e-18    -1.374495e-16   1.161116e-19   
24  0.557879        12.17207        0.6336342      0.6336667      -0.05349473    -0.05348398    -1.705368e-17   5.061058e-18     -1.99052e-16  -4.962648e-18   
25  0.554040        12.25639         0.629115      0.6291463      -0.05368789    -0.05367678     9.549758e-19    5.01422e-18    -1.366065e-17  -9.700171e-18   
26  0.550202         12.3419        0.6245162      0.6245461      -0.05388041    -0.05386905    -1.964104e-17   4.951012e-18     4.377074e-16  -1.409573e-17   
27  0.546364        12.42861        0.6198361      0.6198643       -0.0540722    -0.05406069     7.714799e-17    4.87147e-18    -1.267963e-16  -1.814894e-17   
28  0.542525        12.51654        0.6150729      0.6150992      -0.05426316    -0.05425161    -4.330972e-17    4.77565e-18    -4.967191e-16  -2.185982e-17   
29  0.538687        12.60572        0.6102249       0.610249      -0.05445319    -0.05444169    -9.736056e-18    4.66363e-18     4.981689e-16  -2.522879e-17   
30  0.534848        12.69619        0.6052902      0.6053119      -0.05464217    -0.05463082      4.63431e-17   4.535515e-18    -5.163508e-17  -2.825672e-17   
31  0.531010        12.78796        0.6002668      0.6002859         -0.05483     -0.0548189    -2.002429e-17   4.391432e-18    -1.616305e-16  -3.094492e-17   
32  0.527172        12.88107        0.5951529      0.5951692      -0.05501654    -0.05500578     1.721063e-17    4.23154e-18     4.323532e-16  -3.329522e-17   
33  0.523333        12.97555        0.5899463      0.5899598      -0.05520168    -0.05519135     6.112363e-17   4.056024e-18     3.739578e-17  -3.530997e-17   
34  0.519495        13.07142        0.5846452      0.5846556      -0.05538528    -0.05537546     2.373214e-17   3.865101e-18    -5.927557e-16  -3.699208e-17   
35  0.515657        13.16872        0.5792473      0.5792547       -0.0555672    -0.05555798    -5.366941e-17   3.659021e-18    -2.264697e-16  -3.834505e-17   
36  0.511818        13.26748        0.5737507      0.5737548      -0.05574728    -0.05573874    -1.983871e-17    3.43807e-18     1.828953e-16  -3.937301e-17   
37  0.507980        13.36773        0.5681529      0.5681538      -0.05592538    -0.05591759    -1.750965e-17   3.202569e-18     3.272227e-16  -4.008076e-17   
38  0.504141        13.46951        0.5624519      0.5624496      -0.05610133    -0.05609436     4.673394e-17    2.95288e-18    -1.823344e-16   -4.04738e-17   
39  0.500303        13.57285        0.5566454      0.5566399      -0.05627495    -0.05626887    -5.618018e-17   2.689406e-18    -3.559575e-16  -4.055835e-17   
40  0.496465        13.67779         0.550731      0.5507223      -0.05644607    -0.05644093    -2.638136e-17   2.412592e-18     6.738857e-16  -4.034144e-17   
