beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.220000        30.86608        0.8850218      0.8849493     -0.007160285   -0.007145525     -6.57553e-18   2.068102e-18    -1.121758e-16   5.117625e-19   
1  0.218485        31.08013        0.8834891      0.8834254     -0.007180893   -0.007186091    -3.058681e-17   2.001655e-18     2.549907e-17   3.611907e-19   
2  0.216970        31.29717        0.8819261      0.8818707      -0.00722231    -0.00722707     4.828462e-18   1.936607e-18     9.127407e-17   2.159517e-19   
3  0.215455        31.51726         0.880332      0.8802845     -0.007264133   -0.007268465      9.09259e-18    1.87301e-18    -2.096605e-17   7.615407e-20   
4  0.213939        31.74047        0.8787058       0.878666     -0.007306365   -0.007310281    -4.591605e-18   1.810915e-18    -5.721836e-17  -5.809392e-20   
5  0.212424        31.96687        0.8770469      0.8770144      -0.00734901   -0.007352521    -1.662001e-17   1.750373e-18     4.543933e-18  -1.866845e-19   
6  0.210909        32.19652        0.8753543      0.8753288     -0.007392071    -0.00739519    -2.331782e-18    1.69144e-18     2.123006e-17  -3.095105e-19   
7  0.209394        32.42949        0.8736271      0.8736082     -0.007435553   -0.007438291     -6.93484e-18   1.634169e-18     4.158322e-18  -4.264657e-19   
8  0.207879        32.66585        0.8718645      0.8718517     -0.007479459   -0.007481828    -2.989054e-19   1.578618e-18    -2.228547e-17  -5.374451e-19   
9  0.206364        32.90569        0.8700653      0.8700585     -0.007523791   -0.007525806    -1.772206e-17   1.524845e-18     2.988938e-17  -6.423451e-19   
10  0.204848        33.14908        0.8682287      0.8682274     -0.007568555   -0.007570227      1.45081e-17   1.472907e-18     8.168732e-17  -7.410637e-19   
11  0.203333        33.39609        0.8663536      0.8663574     -0.007613753   -0.007615096     2.215318e-17   1.422866e-18     -2.88964e-17  -8.335011e-19   
12  0.201818        33.64681         0.864439      0.8644476     -0.007659388   -0.007660415    -9.657457e-20   1.374783e-18    -2.324601e-17  -9.195598e-19   
13  0.200303        33.90132        0.8624838      0.8624968     -0.007705464   -0.007706189      1.06569e-17   1.328721e-18    -8.755774e-17   -9.99145e-19   
14  0.198788        34.15972        0.8604867      0.8605038     -0.007751983   -0.007752419    -4.550933e-17   1.284744e-18     9.909809e-18  -1.072165e-18   
15  0.197273        34.42208        0.8584468      0.8584676     -0.007798948   -0.007799109     1.671961e-17   1.242916e-18     7.751672e-17  -1.138533e-18   
16  0.195758        34.68851        0.8563626      0.8563868     -0.007846361   -0.007846263    -5.167876e-18   1.203306e-18     2.144838e-17  -1.198163e-18   
17  0.194242        34.95909        0.8542331      0.8542602     -0.007894225   -0.007893881     2.866812e-17   1.165979e-18     1.711888e-17  -1.250977e-18   
18  0.192727        35.23392        0.8520569      0.8520866     -0.007942543   -0.007941968     3.709868e-18   1.131005e-18     4.901642e-17    -1.2969e-18   
19  0.191212        35.51311        0.8498326      0.8498646     -0.007991315   -0.007990524     5.643356e-17   1.098453e-18     6.907388e-17  -1.335864e-18   
