beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.220000        30.86608        0.8947967      0.8947376     -0.006573971   -0.006559761    -1.460833e-17  -9.273206e-18     2.910539e-17   1.612792e-18   
1  0.218485        31.08013        0.8933895      0.8933375     -0.006593205   -0.006597657    -8.378311e-18  -9.489598e-18     5.988627e-17   1.616864e-18   
2  0.216970        31.29717        0.8919544      0.8919091     -0.006631868   -0.006635952     1.130009e-17  -9.698963e-18    -2.890871e-17   1.619206e-18   
3  0.215455        31.51726        0.8904905      0.8904517     -0.006670925    -0.00667465    -2.138027e-17  -9.901095e-18    -4.746699e-19   1.619799e-18   
4  0.213939        31.74047        0.8889971      0.8889646      -0.00671038   -0.006713755     1.155108e-17  -1.009579e-17     4.037076e-17   1.618622e-18   
5  0.212424        31.96687        0.8874734      0.8874468     -0.006750236   -0.006753272    -3.570627e-18  -1.028282e-17    -9.523454e-17   1.615654e-18   
6  0.210909        32.19652        0.8859186      0.8858977     -0.006790499   -0.006793204    -3.197231e-17  -1.046199e-17     1.382095e-17   1.610878e-18   
7  0.209394        32.42949        0.8843319      0.8843164     -0.006831172   -0.006833558     3.280143e-18  -1.063307e-17     5.405912e-17   1.604274e-18   
8  0.207879        32.66585        0.8827124       0.882702      -0.00687226   -0.006874337    -6.930665e-18  -1.079584e-17    -2.867318e-17   1.595827e-18   
9  0.206364        32.90569        0.8810593      0.8810536     -0.006913766   -0.006915545    -1.032372e-17  -1.095007e-17     -1.42566e-17   1.585522e-18   
10  0.204848        33.14908        0.8793715      0.8793703     -0.006955696   -0.006957186    -1.382017e-17  -1.109553e-17     2.252346e-17   1.573345e-18   
11  0.203333        33.39609        0.8776481      0.8776512     -0.006998053   -0.006999266     8.555398e-19  -1.123199e-17     1.231239e-17   1.559284e-18   
12  0.201818        33.64681        0.8758882      0.8758952     -0.007040841   -0.007041788    -7.866567e-18  -1.135921e-17    -7.375236e-18   1.543329e-18   
13  0.200303        33.90132        0.8740908      0.8741013     -0.007084063   -0.007084756    -2.766715e-18  -1.147694e-17    -3.382715e-17   1.525471e-18   
14  0.198788        34.15972        0.8722547      0.8722686     -0.007127725   -0.007128175    -2.542579e-17  -1.158496e-17    -6.754527e-17   1.505704e-18   
15  0.197273        34.42208        0.8703788      0.8703958     -0.007171829   -0.007172048    -3.786147e-17    -1.1683e-17     8.875618e-19   1.484025e-18   
16  0.195758        34.68851        0.8684622      0.8684818     -0.007216379   -0.007216378    -2.476035e-17  -1.177082e-17     2.111696e-17   1.460431e-18   
17  0.194242        34.95909        0.8665035      0.8665256     -0.007261378   -0.007261171    -2.663815e-17  -1.184818e-17     4.690683e-17   1.434924e-18   
18  0.192727        35.23392        0.8645016      0.8645259     -0.007306831   -0.007306428     1.052507e-18  -1.191482e-17     5.208507e-18   1.407508e-18   
19  0.191212        35.51311        0.8624552      0.8624813      -0.00735274   -0.007352154    -2.416865e-17  -1.197048e-17     2.676725e-17   1.378191e-18   
20  0.189697        35.79677        0.8603631      0.8603907     -0.007399107   -0.007398352     1.664052e-17  -1.201491e-17    -1.929629e-18   1.346982e-18   
21  0.188182        36.08498        0.8582238      0.8582527     -0.007445937   -0.007445024    -2.593811e-17  -1.204785e-17     7.777876e-18   1.313897e-18   
22  0.186667        36.37788         0.856036       0.856066     -0.007493232   -0.007492174     2.188797e-17  -1.206904e-17     5.407282e-17   1.278954e-18   
23  0.185152        36.67557        0.8537983      0.8538289     -0.007540993   -0.007539803     5.473158e-18  -1.207823e-17    -6.275216e-17   1.242174e-18   
24  0.183636        36.97818        0.8515091      0.8515402     -0.007589223   -0.007587915    -1.581923e-17  -1.207516e-17    -4.587033e-17   1.203586e-18   
25  0.182121        37.28582        0.8491669      0.8491982     -0.007637924    -0.00763651    -2.239554e-17  -1.205958e-17    -3.103686e-17   1.163221e-18   
26  0.180606        37.59862        0.8467701      0.8468013     -0.007687097   -0.007685591    -3.512557e-17  -1.203123e-17    -5.972408e-17   1.121117e-18   
27  0.179091        37.91671         0.844317      0.8443479     -0.007736744   -0.007735159    -6.017579e-17  -1.198986e-17     2.030073e-17   1.077316e-18   
28  0.177576        38.24023        0.8418059      0.8418362     -0.007786865   -0.007785214    -2.156265e-17  -1.193522e-17     4.881469e-17   1.031867e-18   
29  0.176061        38.56932        0.8392351      0.8392645      -0.00783746   -0.007835756    -2.871156e-17  -1.186707e-17     2.996606e-17   9.848268e-19   
30  0.174545        38.90412        0.8366026      0.8366309      -0.00788853   -0.007886787     -1.37308e-18  -1.178517e-17       8.4482e-17   9.362565e-19   
31  0.173030        39.24479        0.8339065      0.8339335     -0.007940074   -0.007938305     2.837004e-17  -1.168929e-17     3.050742e-17   8.862262e-19   
32  0.171515        39.59148        0.8311448      0.8311703      -0.00799209   -0.007990308     1.925438e-17   -1.15792e-17    -5.632658e-17   8.348135e-19   
33  0.170000        39.94434        0.8283154      0.8283392     -0.008044577   -0.008042796    -1.121885e-17  -1.145469e-17     -5.28828e-17   7.821045e-19   
34  0.168485        40.30355        0.8254163      0.8254381     -0.008097533   -0.008095766    -1.818978e-17  -1.131554e-17      9.59555e-18   7.281943e-19   
35  0.166970        40.66928         0.822445      0.8224648     -0.008150954   -0.008149214    -4.073556e-18  -1.116158e-17    -3.498215e-18   6.731872e-19   
36  0.165455        41.04171        0.8193994      0.8194169     -0.008204836   -0.008203136      -2.1054e-17  -1.099261e-17    -6.766315e-17   6.171979e-19   
37  0.163939        41.42103        0.8162769       0.816292     -0.008259175   -0.008257528    -5.509077e-17  -1.080847e-17    -2.708205e-17   5.603517e-19   
38  0.162424        41.80742        0.8130751      0.8130877     -0.008313966   -0.008312384    -4.134746e-17  -1.060902e-17     6.708929e-17   5.027855e-19   
39  0.160909        42.20108        0.8097913      0.8098012     -0.008369202   -0.008367697    -2.527931e-18  -1.039411e-17     2.686289e-17   4.446479e-19   
40  0.159394        42.60223        0.8064229        0.80643     -0.008424875   -0.008423459    -2.053332e-17  -1.016365e-17    -5.958626e-17   3.861004e-19   
41  0.157879        43.01108         0.802967      0.8029712     -0.008480976   -0.008479661     -5.09061e-17  -9.917541e-18      1.79879e-17    3.27318e-19   
42  0.156364        43.42786        0.7994206      0.7994219     -0.008537495   -0.008536292    -4.950919e-18   -9.65574e-18      3.30456e-17   2.684898e-19   
