beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.8582287      0.8582154      -0.02601808     -0.0259647      3.93302e-17   2.031419e-17    -3.793796e-16  -8.063269e-17   
1  0.646162        10.50904         0.856614      0.8566027      -0.02608153    -0.02609041     1.578665e-17   1.904291e-17    -3.423534e-16  -7.649269e-17   
2  0.642323        10.57184        0.8549721      0.8549626      -0.02620894    -0.02621717    -3.387824e-18   1.780346e-17     3.031059e-16  -7.242829e-17   
3  0.638485        10.63539        0.8533024      0.8532946       -0.0263374    -0.02634499     5.454486e-17   1.659632e-17    -2.132836e-16  -6.844092e-17   
4  0.634646        10.69972        0.8516041       0.851598       -0.0264669    -0.02647387    -3.152691e-17     1.5422e-17    -9.344618e-17  -6.453203e-17   
5  0.630808        10.76482        0.8498767      0.8498721      -0.02659745    -0.02660383     4.342444e-17   1.428099e-17     3.909854e-16  -6.070307e-17   
6  0.626970        10.83073        0.8481195      0.8481164      -0.02672906    -0.02673487     1.909002e-17   1.317377e-17    -5.475121e-16  -5.695547e-17   
7  0.623131        10.89744        0.8463319        0.84633      -0.02686175    -0.02686699     -2.93308e-17   1.210083e-17     2.543159e-16   -5.32907e-17   
8  0.619293        10.96499        0.8445131      0.8445124       -0.0269955    -0.02700021     5.404449e-17   1.106262e-17     2.234306e-16  -4.971016e-17   
9  0.615455        11.03337        0.8426624      0.8426629      -0.02713034    -0.02713453     1.877978e-19   1.005963e-17    -3.189029e-16  -4.621531e-17   
10  0.611616        11.10261        0.8407791      0.8407806      -0.02726626    -0.02726996     1.055671e-17   9.092286e-18       2.3651e-16  -4.280753e-17   
11  0.607778        11.17273        0.8388625      0.8388649      -0.02740328     -0.0274065     3.322399e-17   8.161043e-18     1.043429e-16  -3.948826e-17   
12  0.603939        11.24374        0.8369117       0.836915       -0.0275414    -0.02754417     2.508719e-17   7.266326e-18    -7.866524e-18  -3.625885e-17   
13  0.600101        11.31566         0.834926        0.83493      -0.02768062    -0.02768295      3.21966e-17   6.408548e-18    -2.527836e-16   -3.31207e-17   
14  0.596263         11.3885        0.8329045      0.8329092      -0.02782095    -0.02782288    -1.183161e-17   5.588108e-18    -2.715447e-16  -3.007514e-17   
15  0.592424        11.46229        0.8308465      0.8308518       -0.0279624    -0.02796393    -7.306029e-18   4.805386e-18     1.148202e-16   -2.71235e-17   
16  0.588586        11.53704         0.828751      0.8287567      -0.02810497    -0.02810613     5.274941e-18   4.060745e-18    -6.755354e-17  -2.426708e-17   
17  0.584747        11.61277        0.8266172      0.8266233      -0.02824866    -0.02824947    -1.770301e-17   3.354528e-18    -3.856567e-16  -2.150714e-17   
18  0.580909         11.6895        0.8244441      0.8244505      -0.02839348    -0.02839397    -5.360576e-17   2.687053e-18     1.507206e-16  -1.884491e-17   
19  0.577071        11.76725        0.8222308      0.8222374      -0.02853943    -0.02853961     6.212474e-18   2.058618e-18     4.594039e-16  -1.628158e-17   
20  0.573232        11.84605        0.8199762       0.819983      -0.02868651    -0.02868641     1.798964e-17   1.469491e-18    -9.958724e-17   -1.38183e-17   
21  0.569394         11.9259        0.8176796      0.8176864      -0.02883473    -0.02883437    -9.851642e-18    9.19915e-19    -3.296766e-16  -1.145618e-17   
22  0.565556        12.00684        0.8153396      0.8153464      -0.02898409    -0.02898348    -3.500065e-17   4.100998e-19    -1.692565e-16  -9.196252e-18   
23  0.561717        12.08889        0.8129555      0.8129622      -0.02913458    -0.02913376    -3.728171e-17  -5.977621e-20     2.754559e-16  -7.039518e-18   
24  0.557879        12.17207        0.8105259      0.8105324      -0.02928622    -0.02928519     1.085306e-17  -4.895706e-19     2.062079e-16  -4.986902e-18   
25  0.554040        12.25639        0.8080498      0.8080562        -0.029439    -0.02943779    -3.170499e-18  -8.791788e-19     4.638325e-17  -3.039265e-18   
26  0.550202         12.3419        0.8055261      0.8055322      -0.02959291    -0.02959154     1.898068e-17  -1.228537e-18       1.1208e-16  -1.197391e-18   
27  0.546364        12.42861        0.8029535      0.8029593      -0.02974796    -0.02974645     1.595426e-17  -1.537626e-18    -6.731678e-18    5.38017e-19   
28  0.542525        12.51654        0.8003309      0.8003362      -0.02990414    -0.02990252     1.783963e-17  -1.806473e-18    -1.012758e-16   2.166342e-18   
29  0.538687        12.60572        0.7976568      0.7976618      -0.03006145    -0.03005973    -2.137352e-18  -2.035153e-18    -1.390526e-16   3.687063e-18   
30  0.534848        12.69619        0.7949302      0.7949346      -0.03021988    -0.03021808    -7.032701e-18  -2.223799e-18     5.438599e-17   5.099761e-18   
31  0.531010        12.78796        0.7921495      0.7921534      -0.03037944    -0.03037757     7.915844e-18  -2.372598e-18    -5.884837e-18   6.404127e-18   
32  0.527172        12.88107        0.7893134      0.7893168       -0.0305401     -0.0305382    -8.346263e-18  -2.481797e-18     3.231704e-16    7.59997e-18   
33  0.523333        12.97555        0.7864205      0.7864233      -0.03070187    -0.03069994     6.921816e-17  -2.551709e-18     2.853514e-16   8.687229e-18   
34  0.519495        13.07142        0.7834692      0.7834715      -0.03086473     -0.0308628     4.522209e-17  -2.582715e-18    -7.297742e-16   9.665975e-18   
35  0.515657        13.16872        0.7804581      0.7804598      -0.03102867    -0.03102675    -7.243796e-17   -2.57527e-18     -2.94929e-16   1.053643e-17   
36  0.511818        13.26748        0.7773857      0.7773866      -0.03119369     -0.0311918    -1.126686e-17  -2.529904e-18      2.94097e-16   1.129896e-17   
37  0.507980        13.36773        0.7742502      0.7742505      -0.03135976    -0.03135791    -1.439512e-17   -2.44723e-18     1.554574e-16   1.195412e-17   
38  0.504141        13.46951        0.7710499      0.7710496      -0.03152686    -0.03152508     2.042504e-17  -2.327946e-18    -7.538445e-17   1.250262e-17   
