beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.6975188      0.6974382      -0.05285031    -0.05278729    -8.179858e-17  -2.342709e-17     1.460032e-15   2.286797e-16   
1  0.646162        10.50904         0.694239      0.6941704      -0.05294797    -0.05297904     8.808147e-18  -2.182686e-17     5.912194e-16    2.16392e-16   
2  0.642323        10.57184        0.6909078      0.6908505      -0.05314347    -0.05317128    -8.624637e-18  -2.026377e-17    -6.685577e-16    2.04342e-16   
3  0.638485        10.63539         0.687524      0.6874774      -0.05333931      -0.053364    -7.596235e-17   -1.87385e-17     -2.00514e-16   1.925338e-16   
4  0.634646        10.69972        0.6840867      0.6840501      -0.05353547    -0.05355714    -3.360566e-17  -1.725173e-17     4.590756e-16   1.809718e-16   
5  0.630808        10.76482        0.6805948      0.6805675       -0.0537319    -0.05375067    -1.670034e-17  -1.580413e-17     2.325951e-16   1.696603e-16   
6  0.626970        10.83073        0.6770472      0.6770286      -0.05392856    -0.05394456    -3.154969e-18  -1.439637e-17     1.993698e-16   1.586036e-16   
7  0.623131        10.89744        0.6734428      0.6734323      -0.05412541    -0.05413875     9.734882e-18  -1.302913e-17      2.67228e-16   1.478061e-16   
8  0.619293        10.96499        0.6697804      0.6697773       -0.0543224    -0.05433321     3.278372e-17  -1.170307e-17    -2.221686e-16   1.372718e-16   
9  0.615455        11.03337        0.6660588      0.6660625      -0.05451948    -0.05452789    -2.093858e-17  -1.041885e-17     -3.68176e-16    1.27005e-16   
10  0.611616        11.10261        0.6622769      0.6622868       -0.0547166    -0.05472274    -1.752941e-17  -9.177118e-18     1.388479e-16   1.170099e-16   
11  0.607778        11.17273        0.6584334      0.6584488      -0.05491372     -0.0549177    -1.510195e-18  -7.978532e-18     5.129857e-16   1.072905e-16   
12  0.603939        11.24374         0.654527      0.6545475      -0.05511077    -0.05511272     5.512034e-17  -6.823726e-18    -3.273038e-19   9.785088e-17   
13  0.600101        11.31566        0.6505565      0.6505814       -0.0553077    -0.05530775    -2.281717e-18   -5.71333e-18    -5.883871e-16   8.869504e-17   
14  0.596263         11.3885        0.6465205      0.6465493      -0.05550443    -0.05550272    -2.986093e-17  -4.647961e-18    -1.212774e-16   7.982684e-17   
15  0.592424        11.46229        0.6424177      0.6424498      -0.05570092    -0.05569756    -1.982183e-17  -3.628224e-18      6.21117e-16   7.125007e-17   
16  0.588586        11.53704        0.6382468      0.6382816      -0.05589709    -0.05589221     6.286485e-17  -2.654708e-18     1.135594e-17   6.296843e-17   
17  0.584747        11.61277        0.6340062      0.6340432      -0.05609287    -0.05608659    -1.918738e-17  -1.727986e-18    -3.337726e-16   5.498549e-17   
18  0.580909         11.6895        0.6296946      0.6297333      -0.05628818    -0.05628063     1.272716e-17  -8.486153e-19    -5.438413e-17   4.730471e-17   
19  0.577071        11.76725        0.6253104      0.6253504      -0.05648294    -0.05647426    -2.806896e-17  -1.712935e-20    -4.341648e-16   3.992941e-17   
20  0.573232        11.84605        0.6208522       0.620893      -0.05667707    -0.05666738    -5.514562e-17   7.659589e-19      2.87806e-16   3.286275e-17   
21  0.569394         11.9259        0.6163185      0.6163595      -0.05687049    -0.05685991     1.826234e-17   1.500162e-18     2.014205e-16   2.610772e-17   
22  0.565556        12.00684        0.6117076      0.6117484      -0.05706309    -0.05705175    -2.353599e-17   2.185018e-18    -2.656307e-16   1.966714e-17   
23  0.561717        12.08889        0.6070179      0.6070581      -0.05725479    -0.05724281    -2.475452e-17   2.820096e-18     2.449394e-16   1.354362e-17   
24  0.557879        12.17207        0.6022477       0.602287      -0.05744548    -0.05743298     1.722665e-17   3.404998e-18     1.253325e-16   7.739566e-18   
25  0.554040        12.25639        0.5973954      0.5974333      -0.05763506    -0.05762216    -4.198152e-18   3.939359e-18    -7.627225e-18   2.257138e-18   
26  0.550202         12.3419        0.5924593      0.5924954       -0.0578234    -0.05781024     1.622126e-17   4.422854e-18      1.83227e-16  -2.901755e-18   
27  0.546364        12.42861        0.5874375      0.5874716      -0.05801041    -0.05799708     2.728867e-17   4.855199e-18    -9.413609e-17  -7.735476e-18   
28  0.542525        12.51654        0.5823283        0.58236      -0.05819594    -0.05818258    -4.906462e-19   5.236154e-18    -3.366816e-16  -1.224269e-17   
29  0.538687        12.60572        0.5771298      0.5771589      -0.05837987    -0.05836659    -3.236996e-17   5.565529e-18     2.959318e-16  -1.642236e-17   
30  0.534848        12.69619        0.5718402      0.5718663      -0.05856207    -0.05854897     5.351046e-17   5.843183e-18     7.026911e-17  -2.027383e-17   
31  0.531010        12.78796        0.5664574      0.5664804      -0.05874239    -0.05872959    -2.071379e-17   6.069036e-18     1.729948e-17  -2.379677e-17   
32  0.527172        12.88107        0.5609795      0.5609991      -0.05892069    -0.05890828     5.781284e-17   6.243063e-18     4.422036e-16  -2.699128e-17   
33  0.523333        12.97555        0.5554045      0.5554207      -0.05909679    -0.05908489     6.168966e-17   6.365307e-18    -3.235333e-16  -2.985784e-17   
34  0.519495        13.07142        0.5497304      0.5497429      -0.05927055    -0.05925925    -4.280162e-18   6.435881e-18    -1.720104e-16  -3.239742e-17   
35  0.515657        13.16872         0.543955      0.5439637      -0.05944178    -0.05943118     2.919873e-17   6.454969e-18     1.146346e-16  -3.461146e-17   
36  0.511818        13.26748        0.5380762       0.538081       -0.0596103    -0.05960048     1.786006e-17   6.422837e-18     7.186511e-17  -3.650189e-17   
37  0.507980        13.36773        0.5320918      0.5320927      -0.05977593    -0.05976698     4.377924e-17   6.339836e-18     2.928088e-17   -3.80712e-17   
38  0.504141        13.46951        0.5259996      0.5259966      -0.05993845    -0.05993046     2.342568e-17   6.206405e-18     -4.06978e-16  -3.932247e-17   
