beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.7689593      0.7689161      -0.04128449    -0.04122114    -2.139545e-17   1.242812e-17     7.305951e-16   1.101711e-16   
1  0.646162        10.50904        0.7663973      0.7663605      -0.04137195    -0.04139341     2.394384e-17   1.216136e-17     9.405045e-18   1.036582e-16   
2  0.642323        10.57184        0.7637936      0.7637628      -0.04154731    -0.04156666    -2.075606e-17   1.189936e-17    -1.950021e-16   9.728658e-17   
3  0.638485        10.63539        0.7611475      0.7611224      -0.04172356    -0.04174088    -3.053462e-19   1.164216e-17     2.041267e-16   9.105852e-17   
4  0.634646        10.69972         0.758458      0.7584383       -0.0419007    -0.04191605      5.25688e-18   1.138984e-17     4.392261e-16   8.497635e-17   
5  0.630808        10.76482        0.7557242      0.7557095       -0.0420787    -0.04209217      5.68198e-17   1.114245e-17    -7.518916e-17   7.904235e-17   
6  0.626970        10.83073        0.7529452      0.7529351      -0.04225756    -0.04226922    -5.284933e-18   1.090003e-17    -9.927855e-16   7.325877e-17   
7  0.623131        10.89744          0.75012      0.7501142      -0.04243726     -0.0424472    -7.488336e-17   1.066263e-17     3.353649e-16   6.762785e-17   
8  0.619293        10.96499        0.7472476      0.7472458      -0.04261779    -0.04262608     4.088055e-17   1.043032e-17     9.731266e-16   6.215179e-17   
9  0.615455        11.03337         0.744327      0.7443288      -0.04279913    -0.04280585     5.676708e-17   1.020312e-17    -5.097313e-16   5.683275e-17   
10  0.611616        11.10261        0.7413572      0.7413623      -0.04298127     -0.0429865    -2.990979e-17   9.981093e-18     -2.08002e-16   5.167285e-17   
11  0.607778        11.17273         0.738337      0.7383452      -0.04316418      -0.043168     2.869257e-17   9.764265e-18     4.515703e-16   4.667417e-17   
12  0.603939        11.24374        0.7352654      0.7352763      -0.04334784    -0.04335033     3.347657e-17   9.552677e-18     1.506839e-16   4.183873e-17   
13  0.600101        11.31566        0.7321414      0.7321546      -0.04353224    -0.04353348     5.030501e-17    9.34636e-18    -3.552344e-18   3.716849e-17   
14  0.596263         11.3885        0.7289636      0.7289789      -0.04371734    -0.04371742     3.274238e-17   9.145346e-18    -6.322726e-16   3.266535e-17   
15  0.592424        11.46229         0.725731      0.7257481      -0.04390313    -0.04390212    -4.277491e-17   8.949657e-18    -4.109592e-16   2.833115e-17   
16  0.588586        11.53704        0.7224423      0.7224609      -0.04408957    -0.04408756    -2.771089e-17   8.759316e-18     6.462543e-16   2.416763e-17   
17  0.584747        11.61277        0.7190962      0.7191161      -0.04427664     -0.0442737     5.491046e-17   8.574338e-18     4.027636e-16   2.017647e-17   
18  0.580909         11.6895        0.7156916      0.7157124      -0.04446431    -0.04446052     3.300691e-17   8.394735e-18    -3.091221e-16   1.635923e-17   
19  0.577071        11.76725        0.7122271      0.7122485      -0.04465254    -0.04464799      7.13169e-18   8.220513e-18     2.314623e-16   1.271739e-17   
20  0.573232        11.84605        0.7087013      0.7087232       -0.0448413    -0.04483607     6.982909e-17   8.051673e-18    -2.137459e-16   9.252319e-18   
21  0.569394         11.9259        0.7051129      0.7051349      -0.04503055    -0.04502471    -2.785152e-17   7.888208e-18    -6.218536e-17   5.965248e-18   
22  0.565556        12.00684        0.7014604      0.7014824      -0.04522025    -0.04521389      6.10884e-17   7.730108e-18     2.152043e-16   2.857296e-18   
23  0.561717        12.08889        0.6977425      0.6977642      -0.04541037    -0.04540356     6.246458e-18   7.577355e-18    -1.231439e-16  -7.056265e-20   
24  0.557879        12.17207        0.6939576      0.6939787      -0.04560084    -0.04559366     4.135797e-17   7.429923e-18    -1.024133e-16  -2.817503e-18   
25  0.554040        12.25639        0.6901041      0.6901246      -0.04579164    -0.04578416    -1.151264e-17    7.28778e-18     -2.24604e-16  -5.382862e-18   
26  0.550202         12.3419        0.6861805      0.6862001       -0.0459827      -0.045975     3.686346e-18   7.150886e-18    -1.055021e-16  -7.766148e-18   
27  0.546364        12.42861        0.6821853      0.6822037      -0.04617397    -0.04616613     -3.00215e-17   7.019192e-18     2.077568e-16  -9.967059e-18   
28  0.542525        12.51654        0.6781167      0.6781339       -0.0463654    -0.04635749     4.070058e-17   6.892642e-18     7.035997e-17  -1.198549e-17   
29  0.538687        12.60572         0.673973      0.6739888      -0.04655692    -0.04654901    -1.847912e-17   6.771169e-18    -2.607981e-17  -1.382154e-17   
30  0.534848        12.69619        0.6697525      0.6697668      -0.04674847    -0.04674063     3.683133e-17   6.654699e-18     5.829751e-18  -1.547556e-17   
31  0.531010        12.78796        0.6654534       0.665466      -0.04693999    -0.04693228     -1.82087e-17   6.543145e-18    -1.694661e-16  -1.694811e-17   
32  0.527172        12.88107        0.6610739      0.6610847      -0.04713139    -0.04712389     6.074747e-18   6.436411e-18    -2.682715e-17  -1.824004e-17   
33  0.523333        12.97555        0.6566121       0.656621      -0.04732261    -0.04731538    -2.363396e-17   6.334391e-18     2.555245e-16  -1.935245e-17   
34  0.519495        13.07142         0.652066       0.652073      -0.04751356    -0.04750665     5.550917e-17   6.236968e-18    -1.783202e-16  -2.028674e-17   
35  0.515657        13.16872        0.6474337      0.6474386      -0.04770415    -0.04769764    -5.951314e-17    6.14401e-18    -3.098369e-16  -2.104462e-17   
