beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.8831116      0.8831033      -0.02160733     -0.0215595     1.352184e-17  -8.990395e-21    -3.077262e-17  -3.083211e-17   
1  0.646162        10.50904        0.8817707      0.8817636       -0.0216619    -0.02166781     1.161216e-17  -2.005883e-19    -1.977313e-16  -2.912209e-17   
2  0.642323        10.57184        0.8804069      0.8804009      -0.02177151    -0.02177709    -1.129027e-17  -3.809759e-19    -6.093364e-17  -2.744341e-17   
3  0.638485        10.63539        0.8790197      0.8790148       -0.0218821    -0.02188735     4.142271e-18  -5.500671e-19    -3.959847e-17  -2.579672e-17   
4  0.634646        10.69972        0.8776086      0.8776047      -0.02199366    -0.02199859    -1.657118e-17  -7.077819e-19     9.049321e-17  -2.418264e-17   
5  0.630808        10.76482         0.876173      0.8761701      -0.02210622    -0.02211084     1.617772e-17  -8.540462e-19     5.921424e-18  -2.260184e-17   
6  0.626970        10.83073        0.8747124      0.8747104      -0.02221978    -0.02222409    -1.619168e-17  -9.887929e-19    -3.873977e-16  -2.105493e-17   
7  0.623131        10.89744        0.8732262       0.873225      -0.02233435    -0.02233836    -3.511433e-17  -1.111962e-18     2.357764e-16  -1.954258e-17   
8  0.619293        10.96499        0.8717138      0.8717134      -0.02244993    -0.02245366     1.589272e-17  -1.223502e-18      2.40494e-16  -1.806541e-17   
9  0.615455        11.03337        0.8701746      0.8701749      -0.02256655    -0.02256999    -2.858219e-18  -1.323368e-18    -1.789561e-16  -1.662408e-17   
10  0.611616        11.10261        0.8686079      0.8686089       -0.0226842    -0.02268737    -8.654934e-18  -1.411526e-18     2.020961e-16  -1.521922e-17   
11  0.607778        11.17273        0.8670132      0.8670148       -0.0228029     -0.0228058     2.555611e-17   -1.48795e-18     2.478764e-16  -1.385147e-17   
12  0.603939        11.24374        0.8653898      0.8653918      -0.02292266     -0.0229253      2.61132e-17  -1.552626e-18      1.32247e-17  -1.252146e-17   
13  0.600101        11.31566        0.8637369      0.8637394      -0.02304348    -0.02304588     2.745116e-17  -1.605548e-18    -1.844385e-16  -1.122982e-17   
14  0.596263         11.3885        0.8620539      0.8620568      -0.02316538    -0.02316753    -7.743093e-19  -1.646726e-18    -3.617408e-16  -9.977171e-18   
15  0.592424        11.46229        0.8603401      0.8603434      -0.02328837    -0.02329028    -2.556691e-17  -1.676177e-18     1.474747e-16  -8.764125e-18   
16  0.588586        11.53704        0.8585947      0.8585982      -0.02341245    -0.02341414     2.159646e-17  -1.693936e-18     4.639324e-17  -7.591289e-18   
17  0.584747        11.61277        0.8568169      0.8568207      -0.02353763     -0.0235391    -1.915926e-17  -1.700049e-18    -3.502689e-16  -6.459259e-18   
18  0.580909         11.6895         0.855006        0.85501      -0.02366392    -0.02366518    -3.161855e-17  -1.694577e-18     1.311275e-16   -5.36862e-18   
19  0.577071        11.76725        0.8531611      0.8531653      -0.02379133     -0.0237924     1.397517e-18  -1.677598e-18     2.235751e-16  -4.319942e-18   
20  0.573232        11.84605        0.8512815      0.8512857      -0.02391987    -0.02392074     3.172028e-18  -1.649206e-18      1.37818e-16  -3.313781e-18   
21  0.569394         11.9259        0.8493662      0.8493704      -0.02404954    -0.02405023     2.338486e-17  -1.609512e-18    -2.522631e-16  -2.350677e-18   
22  0.565556        12.00684        0.8474143      0.8474186      -0.02418036    -0.02418088     -3.79388e-17  -1.558648e-18    -4.519752e-16   -1.43115e-18   
23  0.561717        12.08889         0.845425      0.8454292      -0.02431233    -0.02431268    -4.994295e-17  -1.496762e-18     8.558742e-17  -5.557008e-19   
24  0.557879        12.17207        0.8433973      0.8434014      -0.02444546    -0.02444565    -2.353608e-17  -1.424025e-18     3.692447e-16   2.751932e-19   
25  0.554040        12.25639        0.8413302      0.8413342      -0.02457975     -0.0245798     1.196641e-17  -1.340631e-18    -1.739708e-16    1.06108e-18   
26  0.550202         12.3419        0.8392228      0.8392266      -0.02471522    -0.02471512    -5.378201e-17  -1.246794e-18     2.370458e-18   1.801536e-18   
27  0.546364        12.42861        0.8370739      0.8370776      -0.02485186    -0.02485164     1.330129e-17  -1.142756e-18      6.31123e-16   2.496166e-18   
28  0.542525        12.51654        0.8348826       0.834886      -0.02498969    -0.02498934     5.626157e-17  -1.028782e-18    -1.393643e-16    3.14461e-18   
29  0.538687        12.60572        0.8326477      0.8326508       -0.0251287    -0.02512825     -1.21696e-17  -9.051644e-19    -3.777486e-16   3.746543e-18   
30  0.534848        12.69619        0.8303681      0.8303709      -0.02526891    -0.02526835    -1.110304e-17  -7.722252e-19     5.751765e-17    4.30168e-18   
31  0.531010        12.78796        0.8280426      0.8280451      -0.02541032    -0.02540966    -1.627787e-18  -6.303151e-19     8.097139e-17   4.809779e-18   
32  0.527172        12.88107        0.8256701      0.8256722      -0.02555293    -0.02555219     3.837524e-18  -4.798161e-19     1.558391e-16   5.270642e-18   
33  0.523333        12.97555        0.8232491      0.8232509      -0.02569674    -0.02569592      2.77382e-17  -3.211431e-19    -5.575262e-17   5.684125e-18   
34  0.519495        13.07142        0.8207786        0.82078      -0.02584176    -0.02584087    -7.205922e-18  -1.547449e-19      1.75509e-16   6.050133e-18   
35  0.515657        13.16872        0.8182571      0.8182582      -0.02598799    -0.02598704      6.24123e-17   1.889371e-20    -2.695911e-16   6.368634e-18   
36  0.511818        13.26748        0.8156833       0.815684      -0.02613543    -0.02613442    -6.149918e-17   1.992509e-19    -2.776777e-16   6.639655e-18   
37  0.507980        13.36773        0.8130558       0.813056      -0.02628407    -0.02628303     8.609737e-18    3.85766e-19     1.337712e-16   6.863292e-18   
38  0.504141        13.46951        0.8103731      0.8103729      -0.02643393    -0.02643284    -3.533685e-17   5.778378e-19     9.681759e-17   7.039712e-18   
39  0.500303        13.57285        0.8076336       0.807633      -0.02658498    -0.02658387     2.929426e-17    7.74823e-19     1.832137e-16   7.169162e-18   
40  0.496465        13.67779        0.8048359      0.8048349      -0.02673724    -0.02673611     2.115786e-18   9.760349e-19      6.09752e-17   7.251969e-18   
41  0.492626        13.78436        0.8019783      0.8019769       -0.0268907    -0.02688956      4.27144e-17   1.180742e-18     1.307005e-16    7.28855e-18   
42  0.488788        13.89261        0.7990591      0.7990573      -0.02704534     -0.0270442     2.977395e-17   1.388164e-18    -2.870787e-16   7.279415e-18   
43  0.484949        14.00257        0.7960767      0.7960745      -0.02720117    -0.02720004    -2.021524e-17   1.597476e-18    -2.208255e-16   7.225177e-18   
44  0.481111        14.11428        0.7930292      0.7930267      -0.02735818    -0.02735706    -1.876737e-17   1.807802e-18     1.005707e-16   7.126555e-18   
45  0.477273        14.22779        0.7899148      0.7899119      -0.02751635    -0.02751525     2.593367e-18   2.018213e-18     5.995071e-17   6.984382e-18   
46  0.473434        14.34315        0.7867315      0.7867284      -0.02767567     -0.0276746    -5.282832e-18    2.22773e-18     -1.76142e-16   6.799614e-18   
