beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.6997471      0.6996678      -0.05249864    -0.05243554     1.315317e-17  -7.697913e-18    -2.047966e-16  -3.926466e-17   
1  0.646162        10.50904        0.6964891      0.6964216      -0.05259611    -0.05262692     4.438938e-19  -6.708944e-18    -2.740941e-16  -3.686314e-17   
2  0.642323        10.57184        0.6931799      0.6931236      -0.05279123    -0.05281881    -2.112101e-17  -5.756751e-18    -3.334887e-16  -3.451868e-17   
3  0.638485        10.63539        0.6898186      0.6897727      -0.05298672     -0.0530112    -4.168643e-17  -4.841663e-18     7.768551e-16   -3.22321e-17   
4  0.634646        10.69972         0.686404       0.686368      -0.05318255    -0.05320404     7.906793e-17  -3.963993e-18     6.608747e-16  -3.000419e-17   
5  0.630808        10.76482        0.6829351      0.6829082      -0.05337867    -0.05339729     4.289832e-17  -3.124035e-18    -5.914301e-16  -2.783574e-17   
6  0.626970        10.83073        0.6794108      0.6793925      -0.05357505    -0.05359092     1.556122e-18  -2.322064e-18    -4.277877e-16  -2.572749e-17   
7  0.623131        10.89744          0.67583      0.6758196      -0.05377164    -0.05378489    -1.367246e-17  -1.558331e-18    -2.165272e-16   -2.36802e-17   
8  0.619293        10.96499        0.6721915      0.6721884       -0.0539684    -0.05397914    -2.750466e-17  -8.330651e-19     2.478569e-16  -2.169459e-17   
9  0.615455        11.03337        0.6684941      0.6684977      -0.05416528    -0.05417365     2.039944e-17   -1.46469e-19     1.801122e-17  -1.977136e-17   
10  0.611616        11.10261        0.6647367      0.6647464      -0.05436224    -0.05436835    -2.561163e-17   5.012807e-19    -3.967922e-16   -1.79112e-17   
11  0.607778        11.17273         0.660918      0.6609332      -0.05455922     -0.0545632    -3.466386e-17   1.110037e-18      3.55768e-16  -1.611474e-17   
12  0.603939        11.24374        0.6570368       0.657057      -0.05475616    -0.05475813     2.502901e-17   1.679684e-18    -2.431507e-16  -1.438262e-17   
13  0.600101        11.31566        0.6530918      0.6531163      -0.05495302    -0.05495311    -7.040109e-17   2.210138e-18    -2.689434e-16  -1.271542e-17   
14  0.596263         11.3885        0.6490817        0.64911      -0.05514972    -0.05514805    -1.292388e-17   2.701352e-18     5.503737e-17  -1.111371e-17   
15  0.592424        11.46229        0.6450051      0.6450366      -0.05534621    -0.05534291    -6.302377e-17   3.153317e-18     2.573782e-16  -9.577988e-18   
16  0.588586        11.53704        0.6408606      0.6408949      -0.05554242    -0.05553762     2.620748e-17   3.566064e-18     4.335782e-16  -8.108744e-18   
17  0.584747        11.61277        0.6366469      0.6366833      -0.05573828     -0.0557321     1.475499e-18   3.939665e-18     3.963272e-17  -6.706411e-18   
18  0.580909         11.6895        0.6323625      0.6324006      -0.05593371    -0.05592627      3.26165e-17   4.274241e-18     -3.59252e-17  -5.371373e-18   
19  0.577071        11.76725        0.6280059      0.6280452      -0.05612864    -0.05612007    -4.525331e-18   4.569959e-18    -2.317655e-16  -4.103968e-18   
