beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698          0.94864      0.9486389     -0.009675248   -0.009649297    -1.014629e-17  -6.922952e-19      3.57722e-16   4.685048e-17   
1  0.646162        10.50904        0.9480396      0.9480386     -0.009701867   -0.009702417     1.205323e-17  -6.408854e-19      1.67382e-16   4.383349e-17   
2  0.642323        10.57184        0.9474287      0.9474278     -0.009755386   -0.009756083     1.061147e-17  -5.929165e-19    -3.295831e-16    4.08906e-17   
3  0.638485        10.63539         0.946807      0.9468063      -0.00980947   -0.009810304    -2.982261e-17  -5.484001e-19    -2.057492e-16   3.802286e-17   
4  0.634646        10.69972        0.9461742      0.9461737     -0.009864126   -0.009865089    -1.536847e-17  -5.073452e-19     2.074085e-16   3.523131e-17   
5  0.630808        10.76482        0.9455302      0.9455298     -0.009919363   -0.009920445    -2.991288e-18  -4.697584e-19     2.446776e-16     3.2517e-17   
6  0.626970        10.83073        0.9448747      0.9448744     -0.009975189   -0.009976381     1.673022e-17  -4.356435e-19    -2.763949e-17   2.988092e-17   
7  0.623131        10.89744        0.9442073      0.9442071      -0.01003161    -0.01003291    -6.922212e-18  -4.050017e-19    -4.048069e-17   2.732408e-17   
8  0.619293        10.96499        0.9435278      0.9435278      -0.01008865    -0.01009003     1.155509e-17  -3.778312e-19    -3.660129e-18   2.484742e-17   
9  0.615455        11.03337         0.942836       0.942836       -0.0101463    -0.01014776    -7.653281e-18  -3.541269e-19     -1.65108e-16    2.24519e-17   
10  0.611616        11.10261        0.9421314      0.9421315      -0.01020457    -0.01020611    -1.106905e-17  -3.338805e-19     1.223214e-16   2.013841e-17   
11  0.607778        11.17273        0.9414138       0.941414      -0.01026348    -0.01026508     9.543697e-18  -3.170803e-19     1.693731e-16   1.790782e-17   
12  0.603939        11.24374        0.9406829      0.9406832      -0.01032304    -0.01032469     1.272301e-17  -3.037108e-19     2.008469e-16   1.576098e-17   
13  0.600101        11.31566        0.9399383      0.9399387      -0.01038325    -0.01038494     3.839186e-17  -2.937528e-19     1.365105e-16   1.369867e-17   
14  0.596263         11.3885        0.9391798      0.9391802      -0.01044412    -0.01044585     3.228033e-17  -2.871828e-19    -2.880011e-16   1.172165e-17   
15  0.592424        11.46229        0.9384069      0.9384074      -0.01050567    -0.01050742    -4.030655e-18  -2.839733e-19    -2.477443e-16   9.830619e-18   
16  0.588586        11.53704        0.9376193      0.9376198      -0.01056791    -0.01056967    -4.283746e-18  -2.840921e-19    -3.978189e-17   8.026227e-18   
17  0.584747        11.61277        0.9368166      0.9368171      -0.01063084     -0.0106326    -1.005279e-17  -2.875024e-19     -2.68042e-17   6.309072e-18   
18  0.580909         11.6895        0.9359984       0.935999      -0.01069448    -0.01069624    -8.320983e-18  -2.941627e-19     1.310148e-16   4.679689e-18   
19  0.577071        11.76725        0.9351644       0.935165      -0.01075883    -0.01076058     1.029768e-17   -3.04026e-19    -8.906467e-17   3.138547e-18   
20  0.573232        11.84605        0.9343141      0.9343147      -0.01082391    -0.01082564    -2.260584e-17  -3.170403e-19    -3.661396e-16   1.686048e-18   
21  0.569394         11.9259        0.9334472      0.9334478      -0.01088973    -0.01089143    -4.773579e-17  -3.331478e-19      1.41235e-16   3.225155e-19   
22  0.565556        12.00684        0.9325631      0.9325637       -0.0109563    -0.01095796     5.984626e-19  -3.522849e-19     3.885025e-16   -9.51805e-19   
23  0.561717        12.08889        0.9316614       0.931662      -0.01102364    -0.01102525     1.535412e-17  -3.743821e-19    -1.207117e-16  -2.136756e-18   
24  0.557879        12.17207        0.9307417      0.9307423      -0.01109175     -0.0110933    -1.968507e-17  -3.993636e-19    -2.674998e-16  -3.232271e-18   
25  0.554040        12.25639        0.9298035       0.929804      -0.01116064    -0.01116213    -2.927578e-17  -4.271469e-19     2.261971e-16  -4.238382e-18   
26  0.550202         12.3419        0.9288462      0.9288468      -0.01123034    -0.01123175     1.913048e-17  -4.576429e-19     3.076988e-16  -5.155229e-18   
27  0.546364        12.42861        0.9278694        0.92787      -0.01130084    -0.01130218     2.340269e-17  -4.907556e-19    -3.321818e-17   -5.98306e-18   
28  0.542525        12.51654        0.9268726      0.9268731      -0.01137217    -0.01137342      1.32281e-17  -5.263817e-19    -1.414915e-16  -6.722244e-18   
29  0.538687        12.60572        0.9258552      0.9258556      -0.01144433    -0.01144549    -1.690406e-18  -5.644105e-19    -1.567243e-16  -7.373278e-18   
30  0.534848        12.69619        0.9248166       0.924817      -0.01151734     -0.0115184    -1.491422e-17  -6.047238e-19    -3.489123e-17  -7.936791e-18   
31  0.531010        12.78796        0.9237562      0.9237566      -0.01159122    -0.01159217    -7.903437e-18  -6.471954e-19     1.568569e-17  -8.413556e-18   
32  0.527172        12.88107        0.9226735      0.9226738      -0.01166596    -0.01166681    -1.209532e-17  -6.916915e-19     1.449019e-16  -8.804497e-18   
33  0.523333        12.97555        0.9215678       0.921568       -0.0117416    -0.01174233      1.95376e-17  -7.380698e-19    -3.700319e-17  -9.110697e-18   
34  0.519495        13.07142        0.9204384      0.9204386      -0.01181815    -0.01181875    -1.965792e-17  -7.861801e-19      -2.5375e-16  -9.333407e-18   
35  0.515657        13.16872        0.9192848      0.9192849       -0.0118956    -0.01189608    -2.925839e-17  -8.358636e-19     1.113782e-16  -9.474059e-18   
36  0.511818        13.26748        0.9181061      0.9181062      -0.01197399    -0.01197434     2.485256e-18  -8.869533e-19     1.528751e-16  -9.534269e-18   
37  0.507980        13.36773        0.9169018      0.9169018      -0.01205333    -0.01205354     9.137733e-19  -9.392738e-19      7.30953e-17  -9.515853e-18   
38  0.504141        13.46951         0.915671      0.9156709      -0.01213362     -0.0121337     1.738817e-17  -9.926412e-19    -1.846326e-16  -9.420833e-18   
39  0.500303        13.57285        0.9144129      0.9144128      -0.01221489    -0.01221483    -3.749876e-17  -1.046864e-18     5.578249e-17  -9.251451e-18   
40  0.496465        13.67779        0.9131268      0.9131267      -0.01229715    -0.01229695     2.994424e-17  -1.101741e-18     2.934012e-16  -9.010175e-18   
41  0.492626        13.78436        0.9118119      0.9118117      -0.01238042    -0.01238008     2.398747e-17  -1.157064e-18    -9.701018e-17  -8.699714e-18   
42  0.488788        13.89261        0.9104672      0.9104669       -0.0124647    -0.01246422     9.035735e-18  -1.212619e-18    -6.216438e-18  -8.323026e-18   
43  0.484949        14.00257        0.9090919      0.9090916      -0.01255002     -0.0125494     2.285704e-17  -1.268183e-18     2.057708e-17   -7.88333e-18   
44  0.481111        14.11428        0.9076851      0.9076847      -0.01263639    -0.01263563     1.341273e-17  -1.323525e-18    -1.188248e-16  -7.384115e-18   
45  0.477273        14.22779        0.9062458      0.9062454      -0.01272383    -0.01272294     -3.96706e-18  -1.378412e-18    -1.477198e-16  -6.829155e-18   
46  0.473434        14.34315         0.904773      0.9047725      -0.01281235    -0.01281133    -2.038509e-17  -1.432603e-18     1.544328e-16  -6.222512e-18   
47  0.469596        14.46038        0.9032657      0.9032652      -0.01290197    -0.01290082     3.251213e-17  -1.485855e-18    -2.604018e-17  -5.568554e-18   
48  0.465758        14.57955        0.9017228      0.9017222      -0.01299271    -0.01299143    -2.746339e-17   -1.53792e-18    -1.350566e-16  -4.871958e-18   
49  0.461919        14.70071        0.9001431      0.9001426      -0.01308457    -0.01308318     7.844209e-19   -1.58855e-18     5.464987e-17  -4.137722e-18   
