beta_index beta  cappa  1T  Tfit  1TP  TPfit  1S  Sfit  1SP    SPfit  
0  0.650000        10.44698        0.7975526       0.797521      -0.03649099    -0.03642935     1.599516e-18  -3.660205e-18     3.191609e-16   9.472444e-19   
1  0.646162        10.50904         0.795288      0.7952611      -0.03657211    -0.03658939     2.140602e-17  -3.243899e-18    -9.572467e-17   1.905418e-18   
2  0.642323        10.57184        0.7929862      0.7929637      -0.03673484    -0.03675051    -1.066017e-17  -2.841037e-18     2.520532e-17   2.809056e-18   
3  0.638485        10.63539        0.7906463       0.790628      -0.03689857    -0.03691268      2.49954e-17  -2.451782e-18      2.21814e-16   3.657875e-18   
4  0.634646        10.69972        0.7882676      0.7882531      -0.03706331    -0.03707591     1.744427e-17   -2.07629e-18    -3.423458e-17   4.451628e-18   
5  0.630808        10.76482        0.7858492      0.7858383      -0.03722904    -0.03724019     2.062952e-17  -1.714715e-18    -2.029915e-16   5.190104e-18   
6  0.626970        10.83073        0.7833902      0.7833827      -0.03739577    -0.03740553    -9.350447e-18  -1.367206e-18     6.374134e-18   5.873132e-18   
7  0.623131        10.89744        0.7808897      0.7808854      -0.03756348    -0.03757191     2.184937e-17  -1.033905e-18    -5.048752e-17   6.500585e-18   
8  0.619293        10.96499        0.7783469      0.7783455      -0.03773218    -0.03773934     -1.65573e-17  -7.149475e-19    -2.763428e-16   7.072381e-18   
9  0.615455        11.03337        0.7757608      0.7757621      -0.03790185    -0.03790779    -1.546695e-17  -4.104633e-19     1.692299e-16   7.588483e-18   
10  0.611616        11.10261        0.7731305      0.7731342      -0.03807248    -0.03807728     6.865081e-18  -1.205741e-19      8.28035e-17   8.048911e-18   
11  0.607778        11.17273        0.7704549      0.7704608      -0.03824407    -0.03824778    -4.137011e-18   1.546061e-19    -1.193158e-16   8.453734e-18   
12  0.603939        11.24374        0.7677331       0.767741      -0.03841661    -0.03841929    -9.940102e-18   4.149723e-19     1.886398e-16   8.803082e-18   
13  0.600101        11.31566        0.7649641      0.7649737      -0.03859009    -0.03859179     2.307025e-17   6.604286e-19     -2.54803e-16   9.097147e-18   
14  0.596263         11.3885        0.7621467      0.7621578       -0.0387645    -0.03876528    -4.748657e-17   8.908895e-19    -4.565903e-16   9.336182e-18   
15  0.592424        11.46229        0.7592799      0.7592924      -0.03893981    -0.03893975    -4.339667e-17    1.10628e-18     2.468699e-16   9.520513e-18   
16  0.588586        11.53704        0.7563626      0.7563762      -0.03911603    -0.03911517    -1.063298e-17   1.306538e-18     -3.81656e-17   9.650537e-18   
17  0.584747        11.61277        0.7533936      0.7534081      -0.03929312    -0.03929154    -4.960745e-17   1.491612e-18    -4.827666e-17   9.726727e-18   
18  0.580909         11.6895        0.7503718      0.7503869      -0.03947108    -0.03946883    -1.752665e-17   1.661467e-18     6.339443e-16   9.749638e-18   
19  0.577071        11.76725        0.7472958      0.7473115      -0.03964989    -0.03964703     4.854751e-17   1.816079e-18     5.943714e-16   9.719909e-18   
20  0.573232        11.84605        0.7441646      0.7441806      -0.03982953    -0.03982612     7.525423e-17   1.955442e-18    -4.965644e-16   9.638272e-18   
21  0.569394         11.9259        0.7409768      0.7409929      -0.04000997    -0.04000607    -3.112013e-17   2.079566e-18    -6.423824e-16   9.505551e-18   
22  0.565556        12.00684         0.737731      0.7377471      -0.04019119    -0.04018686    -2.729102e-17   2.188478e-18     3.262579e-16   9.322671e-18   
23  0.561717        12.08889         0.734426      0.7344419      -0.04037317    -0.04036847     2.236413e-17   2.282224e-18     1.271277e-16    9.09066e-18   
24  0.557879        12.17207        0.7310604      0.7310759      -0.04055589    -0.04055087    -6.826512e-18   2.360872e-18     3.952857e-16    8.81066e-18   
25  0.554040        12.25639        0.7276327      0.7276477       -0.0407393    -0.04073402     8.943582e-17   2.424508e-18    -9.624159e-17   8.483923e-18   
26  0.550202         12.3419        0.7241414      0.7241558      -0.04092338     -0.0409179     -2.46278e-17   2.473243e-18    -4.232734e-16   8.111827e-18   
27  0.546364        12.42861        0.7205852      0.7205987      -0.04110809    -0.04110247     1.763789e-17   2.507211e-18      2.50201e-16   7.695873e-18   
28  0.542525        12.51654        0.7169623      0.7169749      -0.04129341     -0.0412877     1.877588e-17   2.526573e-18    -4.132689e-16   7.237695e-18   
